id;eid;eanCode;indexCatalogue;name;additionalName;description;basePriceNet;priceNet;basePrice;price;vatCode;vatRate;currency;category;producer;weight;availabilityCount;promotionInfo;imageUrls;Stan;Rodzaj bieżnika;Konstrukcja opony;Typ;Indeks nośności;Ilość płócien;Zastosowanie;Rozmiar opony;Stan opony;Średnica felgi;Indeks handlowy;Indeks katalogowy;Indeks producenta
1780;2496;7291050077217;2709548AL;Opona VF270/95R48 Alliance 363+ 155D TL;(11.2R48);;3170.00;3170.00;3899.10;3899.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Alliance;Alliance;;2.0000;;https://static.abstore.pl/img/grasdorf/0f272ff8-eda8-4c4c-9e0c-52044a065126/l/opona-vf270%252F95r48-alliance-363-155d-tl.png;nowa;A-363;Radialna;Bezdętkowa (TL);155D (3875 kg przy 65 km/h);;Opona rolnicza;11.2 (270/95, 280/85);;48;11248al;2709548AL;
22;975;3528705716776;9524K;Opona 9.5R24 Kleber SUPER VIGNE 107A8 TL;(250/85R24);;1370.00;1370.00;1685.10;1685.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;4.0000;;https://static.abstore.pl/img/grasdorf/97b47a60-f8ce-443a-af29-cc1f53b3a0c0/l/opona-9-5r24-kleber-super-vigne-107a8-tl.png;nowa;Super Vigne;Radialna;Bezdętkowa (TL);107A8 (975 kg przy 40 km/h);;Opona rolnicza;9.5 (250/85, 230/95);;24;2508524k;9524K;
173;1208;;18225B;Opona 18R22.5 Bandenmarkt Kargo Radial;170E TL (445/65R22.5);;2160.00;2160.00;2656.80;2656.80;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Bandenmarkt;;2.0000;;https://static.abstore.pl/img/grasdorf/98fb6d1c-f6f3-4861-b79a-112fe0b84d6e/l/opona-18r22-5-bandenmarkt-kargo-radial.jpg;nowa;Spraybib;Radialna;Bezdętkowa (TL);170E (6000 kg przy 70 km/h);;Opona rolnicza;18;;22.5;44565225B;18225B;
353;1786;3528702273265;2709532KK;Opona 270/95R32 Kleber CROPKER;136D/139A8 TL (11.2R32);;1970.00;1970.00;2423.10;2423.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;30.0000;;https://static.abstore.pl/img/grasdorf/401d236b-b235-43cc-86fe-52454a93f2c5/l/opona-270%252F95r32-kleber-cropker.jpg;nowa;Cropker;Radialna;Bezdętkowa (TL);136D/139A8 (2240 kg przy 65 km/h);;Opona rolnicza;11.2 (270/95, 280/85);;32;11232kk;2709532KK;
502;679;3528707091000;2709538TA;Opona 270/95R38 Taurus RC 95 140A8/140B;TL (11.2R38);;2210.00;1530.00;2718.30;1881.90;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Taurus;Taurus;;4.0000;;https://static.abstore.pl/img/grasdorf/72482824-2d8e-46c6-bc7f-b5c6baa79dcc/l/opona-270%252F95r38-taurus-rc-95-140a8%252F140b.jpg;nowa;RC 95;Radialna;Bezdętkowa (TL);140A8/140B (2500 kg przy 40 km/h);;Opona rolnicza;11.2 (270/95, 280/85);;38;11238ta;2709538TA;TAURUSSOILSAVERRC9511.2R38140B
358;1791;3528700971804;3009546KK;Opona 300/95R46 Kleber CROPKER;148D/151A8 TL (12.4R46);;3090.00;3090.00;3800.70;3800.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;38.0000;;https://static.abstore.pl/img/grasdorf/9d9902c8-13e7-4282-a380-ec7a979c7e0f/l/opona-300%252F95r46-kleber-cropker.jpg;nowa;Cropker;Radialna;Bezdętkowa (TL);148D/151A8 (3150 kg przy 65 km/h);;Opona rolnicza;12.4 (320/85, 300/95, 320/90);;46;12446kk;3009546KK;
356;1789;3528707181497;2709554KK;Opona 270/95R54 Kleber CROPKER;146D/149A8 TL (11.2R54);;3150.00;3150.00;3874.50;3874.50;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;2.0000;;https://static.abstore.pl/img/grasdorf/c177ea8d-1c8e-4abb-931b-622cd5a7745e/l/opona-270%252F95r54-kleber-cropker.jpg;nowa;Cropker;Radialna;Bezdętkowa (TL);146D/149A8 (3250 kg przy 40 km/h);;Opona rolnicza;11.2 (270/95, 280/85);;54;11254kk;2709554KK;
627;51;8590341070548;3009542mit;Opona 300/95R42 Mitas AC 90 147A8/144B;TL (12.4R42);;2700.00;2700.00;3321.00;3321.00;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Mitas;Mitas;;2.0000;;https://static.abstore.pl/img/grasdorf/dfa0ef80-58f6-4545-9f1d-8e139b71280f/l/opona-300%252F95r42-mitas-ac-90-147a8%252F144b.png;nowa;AC 90;Radialna;Bezdętkowa (TL);147A8/144B (3075 kg przy 40 km/h);;Opona rolnicza;12.4 (320/85, 300/95, 320/90);;42;12442mit;3009542mit;5011514960000
421;532;3528703477358;4807030k;Opona 480/70R30 Kleber FITKER 141A8/141B;TL;;3480.00;3480.00;4280.40;4280.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;4.0000;;https://static.abstore.pl/img/grasdorf/f000a12f-46a4-4478-928b-10a180ff0066/l/opona-480%252F70r30-kleber-fitker-141a8%252F141b.jpg;nowa;Fitker;Radialna;Bezdętkowa (TL);141A8/141B (2575 kg przy 40 km/h);;Opona rolnicza;480/70;;30;4807030k;4807030k;
577;1595;8590341071811;4807024MI;Opona 480/70R24 Mitas AC 70 G 138A8 TL;;;2800.00;2800.00;3444.00;3444.00;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Mitas;Mitas;;2.0000;;https://static.abstore.pl/img/grasdorf/339f0a0a-62a1-4075-8d2b-a1944b5898c9/l/opona-480%252F70r24-mitas-ac-70-g-138a8-tl.jpg;nowa;AC 70 G;Radialna;Bezdętkowa (TL);138A8 (2360 kg przy 40 km/h);;Opona rolnicza;480/70;;24;4807024MI;4807024MI;
427;633;3528701617800;3408536k;Opona 340/85R36 Kleber TRAKER 132A8/129B;TL (13.6R36);;2270.00;2270.00;2792.10;2792.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;4.0000;;https://static.abstore.pl/img/grasdorf/f630b7b1-6ae0-411b-9239-46e250397125/l/opona-340%252F85r36-kleber-traker-132a8%252F129b.png;nowa;Traker;Radialna;Bezdętkowa (TL);132A8/129B (2000 kg przy 40 km/h);;Opona rolnicza;13.6 (340/85, 340/90);;36;13636k;3408536k;
267;1706;3528705317218;4806524MM;Opona 480/65R24 Michelin MULTIBIB 133D;TL;;3980.00;3280.00;4895.40;4034.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;2.0000;;https://static.abstore.pl/img/grasdorf/7371d213-56b8-4090-98ce-91947a85a42a/l/opona-480%252F65r24-michelin-multibib-133d.jpg;nowa;Multibib;Radialna;Bezdętkowa (TL);133D (2060 kg przy 65 km/h);;Opona rolnicza;480/65;;24;4806524MM;4806524MM;
770;1850;8590341072023;3809050MI;Opona 380/90R50 Mitas AC 85 160A8/160B;TL (14.9R50);;4330.00;4330.00;5325.90;5325.90;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Mitas;Mitas;;2.0000;;https://static.abstore.pl/img/grasdorf/fea7ed26-ed79-441f-bc71-98fec6d6b1ba/l/opona-380%252F90r50-mitas-ac-85-160a8%252F160b.png;nowa;AC 85;Radialna;Bezdętkowa (TL);160A8/160B (4500 kg przy 40 km/h);;Opona rolnicza;14.9 (380/85, 380/90, 400/80);;50;14950mi;3809050MI;
2199;3143;8903635014102;65055265ALLIAN;Opona 650/55R26.5 Alliance 885 170D TL;;;3540.00;3140.00;4354.20;3862.20;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Alliance;Alliance;;1.0000;;https://static.abstore.pl/img/grasdorf/8d061fda-ee8f-4416-89f1-f903bb7ea6e0/l/opona-650%252F55r26-5-alliance-885-170d-tl.jpg;nowa;885;Radialna;Bezdętkowa (TL);170D (6000 kg przy 65 km/h);;Opona rolnicza;650/55;;26.5;65055265ALLIAN;65055265ALLIAN;
233;1672;3528702521298;4809550M;Opona VF480/95R50 Michelin YIELDBIB;DOT2017 170A8/170B TL;;15110.00;7190.00;18585.30;8843.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;1.0000;;https://static.abstore.pl/img/grasdorf/fdafe56d-47d4-4857-9156-0243bdab5117/l/opona-vf480%252F95r50-michelin-yieldbib.jpg;nowa (DOT 2017);Yieldbib;Radialna;Bezdętkowa (TL);170A8/170B (6000 kg przy 40 km/h);;Opona rolnicza;480/95;;50;4809550M;4809550M;
542;1424;8059971001105;2709538TR;Opona 270/95R38 Trelleborg TM 100;140A8/140B TL (11.2R38);;2740.00;2630.00;3370.20;3234.90;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Trelleborg;Trelleborg;;6.0000;;https://static.abstore.pl/img/grasdorf/cb9086c7-85d8-4700-a262-dd284383bc5b/l/opona-270%252F95r38-trelleborg-tm-100.jpg;nowa;TM 100;Radialna;Bezdętkowa (TL);140A8/140B (2500 kg przy 40 km/h);;Opona rolnicza;11.2 (270/95, 280/85);;38;11238tr;2709538TR;
1255;2038;8059971009781;4209030TR;Opona 420/90R30 Trelleborg TM 600;147A8/147B TL;;3830.00;3390.00;4710.90;4169.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Trelleborg;Trelleborg;;2.0000;;https://static.abstore.pl/img/grasdorf/7bd8fbe5-ba4d-47c4-a282-2252302d6d51/l/opona-420%252F90r30-trelleborg-tm-600.jpg;nowa;TM 600;Radialna;Bezdętkowa (TL);147A8/147B (3075 kg przy 40 km/h);;Opona rolnicza;420/90;;30;4209030TR;4209030TR;
1206;2164;8903094029747;3009552BKT;Opona 300/95R52 BKT Agrimax RT 955;151A8/151B TL (12.4R52);;2810.00;2810.00;3456.30;3456.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony BKT;BKT;;2.0000;;https://static.abstore.pl/img/grasdorf/02beaef9-a44d-4ea1-9715-9e059a1b0b01/l/opona-300%252F95r52-bkt-agrimax-rt-955.jpg;nowa;RT 955;Radialna;Bezdętkowa (TL);151A8/151B (3450 kg przy 40 km/h);;Opona rolnicza;12.4 (320/85, 300/95, 320/90);;52;12452bkt;3009552BKT;8903094029747
85;1241;3528706651847;6006028M;Opona VF600/60R28 Michelin XEOBIB DOT22;146D TL;;6570.00;5790.00;8081.10;7121.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;2.0000;;https://static.abstore.pl/img/grasdorf/1e631bb2-334d-4979-80d7-3309322875d8/l/opona-vf600%252F60r28-michelin-xeobib-dot22.jpg;nowa (DOT 2022);Xeobib;Radialna;Bezdętkowa (TL);146D (3000 kg przy 65 km/h);;Opona rolnicza;600/60;;28;6006028M;6006028M;
257;1696;3528701317205;10005532M;Opona IF1000/55R32 Michelin CEREXBIB CFO;188A8 TL;;33280.00;33280.00;40934.40;40934.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;2.0000;;https://static.abstore.pl/img/grasdorf/bda8d978-546e-41c1-a958-1123b7f55c74/l/opona-if1000%252F55r32-michelin-cerexbib-cfo.jpg;nowa;Cerexbib;Radialna;Bezdętkowa (TL);188A8 (10000 kg przy 40 km/h);;Opona rolnicza;1000/55;;32;10005532M;10005532M;
1559;3075;8059971014990;3405516TR;Opona 340/55-16 Trelleborg AW 305 140A8;TL;;720.00;720.00;885.60;885.60;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Trelleborg;Trelleborg;;5.0000;;https://static.abstore.pl/img/grasdorf/f5542de5-1976-4241-9778-677d4b45b60a/l/opona-340%252F55-16-trelleborg-aw-305-140a8.jpg;nowa;AW 305;Diagonalna;Bezdętkowa (TL);140A8 (2500 kg przy 40 km/h);;Opona rolnicza;340/55;;16;3405516TR;3405516TR;
2130;2849;7291050014014;50060225AA-33116;Opona 500/60-22.5 Alliance A-331 16PR;163A8/151A8 TL;;2370.00;2180.00;2915.10;2681.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Alliance;Alliance;;2.0000;;https://static.abstore.pl/img/grasdorf/4b08c92c-1f6c-4f7a-a821-d352bed76858/l/opona-500%252F60-22-5-alliance-a-331-16pr.png;nowa;A-331;Diagonalna;Bezdętkowa (TL);;16 PR;Opona rolnicza;500/60;;22.5;50060265A;50060225AA-33116;
1109;1592;8903635019916;4408034A;Opona 440/80R34 Alliance I-550;159A8/155D TL (16.9R34);;4660.00;3810.00;5731.80;4686.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Alliance;Alliance;;2.0000;;https://static.abstore.pl/img/grasdorf/935060be-19c9-414c-96c2-8981372e802c/l/opona-440%252F80r34-alliance-i-550.jpg;nowa;I-550;Radialna;Bezdętkowa (TL);159A8/155D (4375 kg przy 40 km/h);;Opona przemysłowa/komunalna;16.9 (420/85, 420/80, 440/80);;34;16934a;4408034A;
156;1274;3528708423008;4808046MY;Opona VF480/80R46 Michelin YIELDBIB;164A8/164B TL (18.4R46);;10380.00;10380.00;12767.40;12767.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;2.0000;;https://static.abstore.pl/img/grasdorf/e9f13852-d259-4a7b-a368-6a975580f46a/l/opona-vf480%252F80r46-michelin-yieldbib.jpg;nowa;Yieldbib;Radialna;Bezdętkowa (TL);164A8/164B (5000 kg przy 40 km/h);;Opona rolnicza;18.4 (460/85, 480/80);;46;18446my;4808046MY;
873;1953;8590341076946;5406538MIT;Opona 540/65R38 Mitas AC 65 147D/150A8;TL;;3990.00;3790.00;4907.70;4661.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Mitas;Mitas;;3.0000;;https://static.abstore.pl/img/grasdorf/d9f66664-100c-45dc-8a84-71bedbc3b5fb/l/opona-540%252F65r38-mitas-ac-65-147d%252F150a8.jpg;nowa;AC 65;Radialna;Bezdętkowa (TL);147D/150A8 (3350 kg przy 40 km/h);;Opona rolnicza;540/65;;38;5406538MIT;5406538MIT;
6;1085;3528707595560;5207038K;Opona 520/70R38 Kleber FITKER 150A8/150B;TL;;4370.00;4370.00;5375.10;5375.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;4.0000;;https://static.abstore.pl/img/grasdorf/cde1a4ff-dc57-4dad-b941-9165fd638dab/l/opona-520%252F70r38-kleber-fitker-150a8%252F150b.jpg;nowa;Fitker;Radialna;Bezdętkowa (TL);150A8/150B (3350 kg przy 40 km/h);;Opona rolnicza;520/70;;38;5207038K;5207038K;Opona 520/70R38 Kleber FITKER 150A8/150B TL
602;539;7291050056687;3855518a;Opona 385/55R18 Alliance 601 140A8/140B;TL (15.5/55R18);;2000.00;1870.00;2460.00;2300.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Mitas;Alliance;;2.0000;;https://static.abstore.pl/img/grasdorf/da123187-983b-4866-a992-bcbeea80b538/l/opona-385%252F55r18-alliance-601-140a8%252F140b.png;nowa;RD 01;Radialna;Bezdętkowa (TL);140A8/140B;;Opona rolnicza;14.9 (380/85, 380/90, 400/80);;18;1555519a;3855518a;
155;1273;3528703054573;3808534MY;Opona VF380/85R34 Michelin YIELDBIB;149A8/148B TL (14.9R34);;5350.00;4980.00;6580.50;6125.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;2.0000;;https://static.abstore.pl/img/grasdorf/6655063c-245a-4260-94a2-c83c2a94a5c3/l/opona-vf380%252F85r34-michelin-yieldbib.jpg;nowa;Yieldbib;Radialna;Bezdętkowa (TL);149A8/148B (3250 kg przy 40 km/h);;Opona rolnicza;14.9 (380/85, 380/90, 400/80);;34;14934my;3808534MY;
543;1425;8059971001129;3009552TR;Opona 300/95R52 Trelleborg TM 100;151A8/151B TL (12.4R52);;4050.00;4050.00;4981.50;4981.50;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Trelleborg;Trelleborg;;4.0000;;https://static.abstore.pl/img/grasdorf/9ede8260-9540-4318-b923-07b141c52f79/l/opona-300%252F95r52-trelleborg-tm-100.jpg;nowa;TM 100;Radialna;Bezdętkowa (TL);151A8/151B (3450 kg przy 40 km/h);;Opona rolnicza;12.4 (320/85, 300/95, 320/90);;52;12452tr;3009552TR;
1833;2551;;3208536A-IN;Opona 320/85R36 Alliance FarmPro DOT24;128A8/128B TL (12.4R36);;1290.00;1290.00;1586.70;1586.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Alliance;Alliance;;4.0000;;https://static.abstore.pl/img/grasdorf/1f49b182-2cfa-480d-9ae5-f46e803ada3e/l/opona-320%252F85r36-alliance-farmpro-dot24.png;nowa (DOT 2024);FarmPro;Radialna;Bezdętkowa (TL);128A8 (1800 kg przy 40 km/h);;Opona rolnicza;12.4 (320/85, 300/95, 320/90);;36;12436a-in;3208536A-IN;
147;1439;3528706227097;4808046MI;Opona 480/80R46 Michelin AGRIBIB 2;158A8/158B TL (18.4R46);;8980.00;7990.00;11045.40;9827.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;2.0000;;https://static.abstore.pl/img/grasdorf/dfe048bc-7494-44dd-b7a7-aca7427e56d8/l/opona-480%252F80r46-michelin-agribib-2.jpg;nowa;Agribib;Radialna;Bezdętkowa (TL);158A8/158B (4250 kg przy 40 km/h);;Opona rolnicza;18.4 (460/85, 480/80);;46;18446mi;4808046MI;
184;937;3528704058594;5208542M;Opona 520/85R42 Michelin AGRIBIB 2;162A8/162B TL (20.8R42);;9350.00;8680.00;11500.50;10676.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;4.0000;;https://static.abstore.pl/img/grasdorf/bf21e60e-d231-41bc-810b-5daf7db0eca6/l/opona-520%252F85r42-michelin-agribib-2.jpg;nowa;Agribib;Radialna;Bezdętkowa (TL);162A8/162B (4750 kg przy 40 km/h);;Opona rolnicza;20.8 (520/85);;42;20842m;5208542M;
221;1659;3528705307646;6508542M;Opona VF650/85R42 Michelin AXIOBIB 2;183D/180E TL;;24590.00;20910.00;30245.70;25719.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;2.0000;;https://static.abstore.pl/img/grasdorf/dbedb6ff-a456-4751-bac3-964641d13386/l/opona-vf650%252F85r42-michelin-axiobib-2.jpg;nowa;Axiobib 2;Radialna;Bezdętkowa (TL);183D/180E  (8750 kg przy 65 km/h);;Opona rolnicza;650/85;;42;6508542M;6508542M;
387;1088;3528706550287;4207028K;Opona 420/70R28 Kleber FITKER 133A8/133B;TL;;2410.00;2410.00;2964.30;2964.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;6.0000;;https://static.abstore.pl/img/grasdorf/bc13c66d-c914-4e8a-b298-6d55112a64d1/l/opona-420%252F70r28-kleber-fitker-133a8%252F133b.jpg;nowa;Fitker;Radialna;Bezdętkowa (TL);133A8/133B (2060 kg przy 40 km/h);;Opona rolnicza;420/70;;28;4207028K;4207028K;
385;1206;3528700240955;5406530K;Opona 540/65R30 Kleber GRIPKER 143D TL;;;3980.00;3980.00;4895.40;4895.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;8.0000;;https://static.abstore.pl/img/grasdorf/0945b61e-fcf9-4108-976a-2e54e39d3a08/l/opona-540%252F65r30-kleber-gripker-143d-tl.jpg;nowa;Gripker;Radialna;Bezdętkowa (TL);143D (2725 kg przy 65 km/h);;Opona rolnicza;540/65;;30;5406530K;5406530K;
629;56;8590341070517;2708032mit;Opona 270/80R32 Mitas AC 90 131A8/128B;TL;;1630.00;1630.00;2004.90;2004.90;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Mitas;Mitas;;2.0000;;https://static.abstore.pl/img/grasdorf/3f28dd2f-c041-41c2-94e1-e32172b72067/l/opona-270%252F80r32-mitas-ac-90-131a8%252F128b.png;nowa;AC 90;Radialna;Bezdętkowa (TL);131A8/128B (1950 kg przy 40 km/h);;Opona rolnicza;270/80;;32;2708032mit;2708032mit;
301;1740;3528704158294;3408018MMM;Opona 340/80R18 Michelin BIBLOAD;143A8/143B TL (12.5/80R18);;2540.00;2540.00;3124.20;3124.20;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;2.0000;;https://static.abstore.pl/img/grasdorf/de5da062-51f2-424a-9364-9a5f9b04979e/l/opona-340%252F80r18-michelin-bibload.jpg;nowa;BIBLOAD HARD SURFACE;Radialna;Bezdętkowa (TL);143A8/143B (2725 kg przy 40 km/h);;Opona przemysłowa/komunalna;340/80;;18;1258018mmm;3408018MMM;
417;492;8590341110749;90024Cu;Opona 9.00-24 Cultor AW Implement 13;10PR TT DOT2017;;920.00;750.00;1131.60;922.50;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Cultor;;2.0000;;https://static.abstore.pl/img/grasdorf/66d5fd83-fae5-471c-bac8-a1ea25cc19dd/l/opona-9-00-24-cultor-aw-implement-13.jpg;nowa (DOT 2017);AW Implement 13;Diagonalna;Dętkowa (TT);;10 PR;Opona rolnicza;9.00;;24;924Cu;90024Cu;
831;1911;8590341076748;4406524MIT;Opona 440/65R24 Mitas AC 65 128D/131A8;TL;;2000.00;2000.00;2460.00;2460.00;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Mitas;Mitas;;1.0000;;https://static.abstore.pl/img/grasdorf/9a1b94d0-2931-4d3f-8643-b65308ba9553/l/opona-440%252F65r24-mitas-ac-65-128d%252F131a8.jpg;nowa;AC 65;Radialna;Bezdętkowa (TL);128D/131A8 (1950 kg przy 40 km/h);;Opona rolnicza;440/65;;24;4406524MIT;4406524MIT;
399;732;3528701621289;12428K;Opona 12.4R28 Kleber SUPER VIGNE 121A8;TL (320/85R28);;1800.00;1580.00;2214.00;1943.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;4.0000;;https://static.abstore.pl/img/grasdorf/faf19d9f-f36b-42a5-8939-e9086faf7a2d/l/opona-12-4r28-kleber-super-vigne-121a8.png;nowa;Super Vigne;Radialna;Bezdętkowa (TL);121A8 (1450 kg przy 40 km/h);;Opona rolnicza;12.4 (320/85, 300/95, 320/90);;28;3208528K;12428K;
133;1599;3528705104955;5206028M;Opona VF520/60R28 Michelin XEOBIB 138D;TL;;5660.00;5660.00;6961.80;6961.80;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;4.0000;;https://static.abstore.pl/img/grasdorf/90a941d5-e7ec-4de3-bd73-f1cbcbea861a/l/opona-vf520%252F60r28-michelin-xeobib-138d.jpg;nowa;Xeobib;Radialna;Bezdętkowa (TL);138D (2360 kg przy 65 km/h);;Opona rolnicza;520/60;;28;5206028M;5206028M;
137;1587;3528701786902;4007024XMCL;Opona 400/70R24 Michelin XMCL 152A8/152B;TL (16.0/70R24, 405/70R24);;3360.00;3260.00;4132.80;4009.80;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;2.0000;;https://static.abstore.pl/img/grasdorf/1d07e845-7d27-491b-b078-30208d16658f/l/opona-400%252F70r24-michelin-xmcl-152a8%252F152b.jpg;nowa;XMCL;Radialna;Bezdętkowa (TL);152A8/152B (3550 kg przy 40 km/h);;Opona przemysłowa/komunalna;400/70;;24;4007024XMCL;4007024XMCL;
754;1833;8590341070142;2709532MIT;Opona 270/95R32 Mitas AC 85 136A8/136B;TL (11.2R32);;1920.00;1920.00;2361.60;2361.60;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Mitas;Mitas;;2.0000;;https://static.abstore.pl/img/grasdorf/d50df953-5336-41de-bd13-9d3b84d5a72c/l/opona-270%252F95r32-mitas-ac-85-136a8%252F136b.png;nowa;AC 85;Radialna;Bezdętkowa (TL);136A8/136B (2240 kg przy 40 km/h);;Opona rolnicza;11.2 (270/95, 280/85);;32;11232mit;2709532MIT;
360;1793;3528705018382;4406528K;Opona 440/65R28 Kleber GRIPKER 131D TL;;;2560.00;2560.00;3148.80;3148.80;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;4.0000;;https://static.abstore.pl/img/grasdorf/b1df8781-ba0b-43ed-a7b0-6b81b1f99a20/l/opona-440%252F65r28-kleber-gripker-131d-tl.jpg;nowa;Gripker;Radialna;Bezdętkowa (TL);131D (1950 kg przy 65 km/h);;Opona rolnicza;440/65;;28;4406528K;4406528K;
410;948;3528703971764;4406524K;Opona 440/65R24 Kleber GRIPKER 128D TL;;;2040.00;2040.00;2509.20;2509.20;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;2.0000;;https://static.abstore.pl/img/grasdorf/eebac60e-9d22-4147-902d-573fa751a396/l/opona-440%252F65r24-kleber-gripker-128d-tl.jpg;nowa;Gripker;Radialna;Bezdętkowa (TL);128D (1800 kg przy 65 km/h);;Opona rolnicza;440/65;;24;4406524K;4406524K;
359;1792;3528707474254;3009552KK;Opona 300/95R52 Kleber CROPKER;151D/154A8 TL (12.4R52);;3350.00;3350.00;4120.50;4120.50;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;4.0000;;https://static.abstore.pl/img/grasdorf/7788f1a6-a566-4b34-bf94-de273c05b2d2/l/opona-300%252F95r52-kleber-cropker.jpg;nowa;Cropker;Radialna;Bezdętkowa (TL);151D/154A8 (3450 kg przy 65 km/h);;Opona rolnicza;12.4 (320/85, 300/95, 320/90);;52;12452kk;3009552KK;Opona 300/95R52 Kleber CROPKER
2203;3142;3528701621296;13528K;Opona 13.6R28 Kleber Super Vigne 127A8;TL (340/85R28);;2150.00;1490.00;2644.50;1832.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;1.0000;;https://static.abstore.pl/img/grasdorf/2265af1a-7a0c-4ac1-8196-441ab7b8e1af/l/opona-13-6r28-kleber-super-vigne-127a8.png;nowa;Super Vigne;Radialna;Bezdętkowa (TL);127A8 (1750 kg przy 40 km/h);;Opona rolnicza;13.6 (340/85, 340/90);;28;3408528k;13528K;
408;941;3528709198134;2807018K;Opona 280/70R18 Kleber FITKER 114A8/111B;TL;;1290.00;1290.00;1586.70;1586.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Kleber;Kleber;;4.0000;;https://static.abstore.pl/img/grasdorf/1a0a8cec-4907-4708-aa90-92b3946b16e3/l/opona-280%252F70r18-kleber-fitker-114a8%252F111b.jpg;nowa;Fitker;Radialna;Bezdętkowa (TL);114A8/111B (1180 kg przy 40 km/h);;Opona rolnicza;280/70;;18;2807018K;2807018K;
1576;2291;6973033765540;26120016J;Opona 26x12.00-16 Journey P5038 4PR TL;(26x12-16);;230.00;230.00;282.90;282.90;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Journey;;4.0000;;https://static.abstore.pl/img/grasdorf/482d7832-a698-4df5-a04c-9b6625c79150/l/opona-26x12-00-16-journey-p5038-4pr-tl.png;nowa;A-365;Diagonalna;Bezdętkowa (TL);;4 PR;Opona przemysłowa/komunalna;26x12.00;;16;261216J;26120016J;
