Kod producenta;ean;id JMK;Producent;Bieżnik;Sezon;Rodzaj;nazwa;szerokosc;profil;srednica;Indeks prędkości 1;Indeks Prędkości 2;Indeks Nośność 1;Indeks Nośność 2;Zamiennik;System;Magazyn 1 ilosc;Magazyn 2 ilosc;Cena detal netto;Cena klient netto;Opór toczenia;Przyczepność;Hałas Klasa;Hałas dB;Dot;Konstrukcja;Masa brutto;EPRELURL;Informacje_dodatkowe
19857;3286341985719;90666;Bridgestone;M-STEER 002;;ciężarowe;OPONA 13R22.5 M-STEER 002 156/150K ON/OFF 3PMSF M+S FRONT Bridgestone (C,B,A,71dB);13;;22.5;;K;156;150;;;4;4;3389,00;1863,95;C;B;A;71dB;;R;0;;
19863;3286341986310;93000;Bridgestone;M-STEER 002;;ciężarowe;OPONA 385/65R22.5 M-STEER 002 160K 3PMSF M+S FRONT Bridgestone (B,B,A,70dB);385;65;22.5;K;;160;;;;2;2;3357,00;1846,35;B;B;A;70dB;;R;0;;
19874;3286341987416;89836;Bridgestone;ECOPIA DRIVE;;ciężarowe;OPONA 295/60R22.5 ECOPIA DRIVE 150/147L Enliten 3PMSF M+S DRIVE Bridgestone (B,B,B,75dB);295;60;22.5;;L;150;147;;;4;4;3372,00;1736,58;B;B;B;75dB;;R;0 kg;;
19878;3286341987812;87891;Bridgestone;ECOPIA DRIVE ENLITEN;;ciężarowe;OPONA 315/80R22.5 ECOPIA DRIVE ENLITEN 156/150L 3PMSF M+S DRIVE Bridgestone (A,B,A,71dB);315;80;22.5;;L;156;150;;;8;8;3337,00;1801,98;A;B;A;71dB;;R;0;https://eprel.ec.europa.eu/screen/product/tyres/1840924;
19879;3286341987911;85928;Bridgestone;ECOPIA DRIVE ENLITEN;;ciężarowe;OPONA 315/70R22.5 ECOPIA DRIVE ENLITEN 154L/152M 3PMSF M+S DRIVE Bridgestone (A,B,A,71dB);315;70;22.5;L;M;154;152;;;9;9;3445,00;1808,62;A;B;A;71dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/1819609;
19911;3286341991116;93027;Bridgestone;ECOPIA STEER ENLITEN;;ciężarowe;OPONA 315/60R22.5 ECOPIA STEER ENLITEN 154/148L 3PMSF FRONT Bridgestone (B,C,1,70dB);315;60;22.5;;L;154;148;;;20;20;3410,00;1841,40;B;C;1;70dB;;R;0 kg;;
19912;3286341991215;87237;Bridgestone;ECOPIA STEER;;ciężarowe;OPONA 315/80R22.5 ECOPIA STEER 156L/154M RFID ENLITEN 3PMSF FRONT Bridgestone (A,B,A,67dB);315;80;22.5;L;M;156;154;;TL;5;5;3337,00;1735,24;A;B;A;67dB;;R;0;https://eprel.ec.europa.eu/screen/product/tyres/1840965;
19914;3286341991413;87431;Bridgestone;ECOPIA STEER;;ciężarowe;OPONA 385/55R22.5 ECOPIA STEER 160K/158L 3PMSF M+S FRONT Bridgestone (A,B,A,69dB);385;55;22.5;K;L;160;158;;;4;4;3608,00;1876,16;A;B;A;69dB;;R;0;;
1E1116501001400LT0;0440000111472;87617;JK Tyre;JETLIFT;;przemysłowe;OPONA 6.50-10 JETLIFT 14PR TT JK Tyre;6.50;;10;;;14PR;;;;20;20;380,00;269,80;;;;;;-;15 kg;;
1E1118101501600LT0;0440000111458;87619;JK Tyre;JETLIFT;;przemysłowe;OPONA 8.15-15 JETLIFT 16PR TT JK Tyre;8.15;;15;;;16PR;;;;6;6;630,00;447,30;;;;;;-;0;;
1E1118201501600LT0;0440000111441;87620;JK Tyre;JETLIFT;;przemysłowe;OPONA 8.25-15 JETLIFT 16PR TT JK Tyre;8.25;;15;;;16PR;;;;7;7;975,00;692,25;;;;;;-;89,1 kg;;
1E1121802601200V20;0440000118501;88302;JK Tyre;VBH PLUS II;;przemysłowe;OPONA 18.4-26 VBH PLUS II R4 12PR/156A8 TL JK Tyre;18.4;;26;;A8;12PR;156;;;1;1;2100,00;1491,00;;;;;;-;0;;
1E151700120165JLT0;0440000111465;87618;JK Tyre;JETLIFT;;przemysłowe;OPONA 7.00-12 JETLIFT 16PR TT JK Tyre;7.00;;12;;;16PR;;;;20;20;450,00;319,50;;;;;;-;0 kg;;
1E3116000901000LT0;0440000111489;87616;JK Tyre;JETLIFT;;przemysłowe;OPONA 6.00-9 JETLIFT 10PR TT JK Tyre;6.00;;9;;;10PR;;;;20;20;280,00;198,80;;;;;;-;0;;
1E3121001G01200TU0;0440000118563;88293;JK Tyre;JET TRAX ULTIMA;;przemysłowe;OPONA 10-16.5 JET TRAX ULTIMA L5 12PR/138A2 TL JK Tyre;10;;16.5;;A2;12PR;138;;;6;6;720,00;511,20;;;;;;-;0;;
1E3121401H01400T20;0440000118624;88298;JK Tyre;JET TRAX SUPER II;;przemysłowe;OPONA 14-17.5 JET TRAX SUPER II R4 14PR/155A2 TL JK Tyre;14;;17.5;;A2;14PR;155;;;20;20;1080,00;766,80;;;;;;-;0;;
1E3121602801200V20;0440000127381;93744;JK Tyre;VBH PLUS II;;przemysłowe;OPONA 16.9-28 (420/85-28) VBH PLUS II R4 12PR/152A8 TL JK Tyre;16.9;;28;;A8;12PR;152;420/85-28;;10;10;1950,00;1384,50;;;;;;-;0;;
1E3122501400600DX0;0440000123284;91907;JK Tyre;INDUSTRIAL DX;;rolnicze;OPONA 25X8.50-14 INDUSTRIAL DX 6PR/107A2 TL JK Tyre;25X8.50;;14;;A2;6PR;107;;;10;10;700,00;497,00;;;;;;-;0 kg;;
1E3123101500800T20;0440000123291;91908;JK Tyre;JET TRAX SUPER II;;rolnicze;OPONA 31X15.50-15 JET TRAX SUPER II 8PR/132A2 TL JK Tyre;31X15.50;;15;;A2;8PR;132;;;12;12;800,00;568,00;;;;;;-;0 kg;;
1E3124082401600V20;0440000123499;92031;JK Tyre;VBH PLUS II;;przemysłowe;OPONA 15.5/80-24 (400/80-24) VBH PLUS II 162A8 TL JK Tyre;15.5;80;24;A8;;162;;400/80-24;;1;1;1680,00;1192,80;;;;;;-;74 kg;;
1E41Z210090005GS20;0440000127435;93747;JK Tyre;ST-02 PREMIUM;;przemysłowe;OPONA 21X8-9 ST-02 PREMIUM STD JK Tyre;21X8;;9;;;;;;;10;10;730,00;518,30;;;;;;-;0;;
1E41Z250150005GS20;0440000127442;93748;JK Tyre;ST-02 PREMIUM;;przemysłowe;OPONA 250-15 ST-02 PREMIUM STD JK Tyre;250;;15;;;;;;;10;10;1410,00;1001,10;;;;;;-;0;;
1E41Z280150005GS10;0440000127466;93749;JK Tyre;ST-01 PREMIUM;;przemysłowe;OPONA 28X9-15 ST-01 PREMIUM STD JK Tyre;28X9;;15;;;;;;;10;10;1180,00;837,80;;;;;;-;0;;
1E41Z600090005FS10;0440000127497;93753;JK Tyre;ST-01 STANDARD;;przemysłowe;OPONA 6.00-9 ST-01 STANDARD STD JK Tyre;6.00;;9;;;;;;;20;20;500,00;355,00;;;;;;-;0;;
1E41Z650100005GS20;0440000127503;93754;JK Tyre;ST-02 PREMIUM ;;przemysłowe;OPONA 6.50-10 ST-02 PREMIUM  5.00 STD JK Tyre;6.50;;10;;;;;;;6;6;720,00;511,20;;;;;;-;0;;
1E41Z820150005GS10;0440000127510;93755;JK Tyre;ST-02 PREMIUM;;przemysłowe;OPONA 8.25-15 ST-02 PREMIUM STD JK Tyre;8.25;;15;;;;;;;4;4;1680,00;1192,80;;;;;;-;0;;
1G3321071K0148IMP0;0440000118549;88305;JK Tyre;IMP 99;;rolnicze;OPONA 10.0/75-15.3 IMP 99 14PR/118/130A8 TL JK Tyre;10.0;75;15.3;;;14PR;118/130A8;;TT;20;20;322,00;228,62;;;;;;-;0;;
1G3321181K0148IMP0;0440000118570;88306;JK Tyre;IMP 99;;rolnicze;OPONA 11.5/80-15.3 IMP 99 14PR/126/139A8 TL JK Tyre;11.5;80;15.3;;;14PR;126/139A8;;TT;12;12;388,00;275,48;;;;;;-;0;;
2000025280101;0440000124984;92957;Mitas;K-01;;rolnicze;OPONA 11/7.10-5 K-01 24J TL Mitas;11;7.10;5;J;;24;;;HA TL;1;1;50,00;33,00;;;;;2005;-;3 kg;;
2000044250101;0440000100490;58902;Trelleborg;EMR 1030;;przemysłowe;OPONA 23.5R25 EMR 1030 201A2/185B TL Trelleborg;23.5;;25;A2;B;201;185;;;2;2;14750,00;9735,00;;;;;;R;0;;
2000044370101;0440000074548;58912;Trelleborg;EMR 1050;;przemysłowe;OPONA 26.5R25 EMR 1050 209A2 TL Trelleborg;26.5;;25;A2;;209;;;;2;2;24000,00;15840,00;;;;;;R;0;;
2000061774001;0440000001391;69285;Cultor;AS-AGRI 10;;rolnicze;OPONA 4.00-16 AS-AGRI 10 2PR TL Cultor;4.00;;16;;;2PR;;;;1;1;220,00;145,20;;;;;;-;0 kg;;
201435-33;0440000077051;41254;Galaxy;SUPER INDUSTRIAL LUG R-4;;przemysłowe;OPONA 17.5-24 (17.5L24) SUPER INDUSTRIAL LUG R-4 12PR TL Galaxy;17.5;;24;;;12PR;;17.5L24;;2;2;2100,00;1386,00;;;;;;-;0;;
203435-33;8903635004837;76103;Galaxy;INDUSTRIAL R-1;;przemysłowe;OPONA 17.5-24 (17.5L-24) INDUSTRIAL R-1 12PR TL Galaxy;17.5;;24;;;12PR;;17.5L-24;;12;12;2250,00;1485,00;;;;;;-;0;;
2116463;0440000109158;86064;Kumho;MA12;;ciężarowe;OPONA 385/65R22.5 MA12 160K 3PMSF ALL POSITION Kumho (D,B,B,74dB);385;65;22.5;K;;160;;;;20;20;2111,00;1456,59;D;B;B;74dB;;R;0 kg;https://eprel.ec.europa.eu/qr/458557;
2138173;8808956121624;86074;Kumho;MA11;;ciężarowe;OPONA 13R22.5 MA11 156/150K ON/OFF 3PMSF M+S FRONT Kumho (D,B,B,74dB);13;;22.5;;K;156;150;;(gr.Kumho / Korea);20;20;2100,00;1449,00;D;B;B;74dB;;R;0 kg;https://eprel.ec.europa.eu/qr/458172;
2138183;8808956121631;68661;Marshal;MA11;;ciężarowe;OPONA 13R22.5 MA11 156/150K ON/OFF 3PMSF M+S FRONT Marshal (D,B,2,74dB);13;;22.5;;K;156;150;;(gr.Kumho / Korea);1;1;1500,00;1035,00;D;B;2;74dB;;R;0 kg;;
216743;3528702167434;91099;Michelin;X MULTI D2;;ciężarowe;OPONA 285/70R19.5 X MULTI D2 148/146L 3PMSF M+S DRIVE Michelin (D,C,1,74dB);285;70;19.5;;L;148;146;;;1;1;3154,00;1734,70;D;C;1;74dB;;R;0 kg;;
21733;3286342173313;64859;Firestone;TSP3000;;ciężarowe;OPONA 285/70R19.5 TSP3000 150J/148J TRAILER Firestone (D,C,1,70dB);285;70;19.5;J;J;150;148;;;2;2;2284,00;1301,88;D;C;1;70dB;;R;0;;
2204723;0440000108076;85910;Kumho;XS10;;ciężarowe;OPONA 315/80R22.5 XS10 156L/150L 3PMSF M+S FRONT Kumho (D,C,B,74dB);315;80;22.5;L;L;156;150;;(gr.Kumho / Korea);5;5;1995,00;1376,55;D;C;B;74dB;;R;0 kg;https://eprel.ec.europa.eu/qr/456364;
2204943;0440000109387;86063;Kumho;XD10;;ciężarowe;OPONA 315/80R22.5 XD10 156L/150L 3PMSF M+S DRIVE Kumho (D,C,B,76dB);315;80;22.5;L;L;156;150;;(gr.Kumho / Korea);20;20;1970,00;1359,30;D;C;B;76dB;;R;0 kg;https://eprel.ec.europa.eu/qr/448922;
22101404AL-IG;0440000079987;74613;Alliance;221;;rolnicze;OPONA 31X15.50-15 221 8PR TL Alliance;31X15.50;;15;;;8PR;;;;8;8;945,00;614,25;;;;;;-;0;;
2218383;8808956218751;72948;Marshal;RD50;;ciężarowe;OPONA 265/70R19.5 RD50 140/138M 3PMSF M+S DRIVE Marshal (E,C,C,73dB);265;70;19.5;;M;140;138;;(gr.Kumho);1;1;800,00;552,00;E;C;C;73dB;;R;0 kg;;
2234563;0440000120177;90308;Kumho;RT03;;ciężarowe;OPONA 205/65R17.5 RT03 129/127J 3PMSF M+S TRAILER Kumho (D,B,B,73dB);205;65;17.5;;J;129;127;;(gr. Kumho);4;4;1170,00;807,30;D;B;B;73dB;;R;0 kg;;
22400509AL-IN;8903635009795;32596;Alliance;224;;rolnicze;OPONA 18-19.5 224 16PR TL Alliance;18;;19.5;;;16PR;;;;3;3;2417,00;1571,05;;;;;;-;0;;
2243603;8808956248611;86066;Kumho;CA03;;ciężarowe;OPONA 295/80R22.5 CA03 154/149J 3PMSF M+S ALL POSITION Kumho (D,C,B,73dB);295;80;22.5;;J;154;149;;(gr. Kumho);14;14;2020,00;1393,80;D;C;B;73dB;;R;0 kg;https://eprel.ec.europa.eu/qr/458623;
2246083;0440000086626;76962;Marshal;RS50;;ciężarowe;OPONA 265/70R19.5 RS50 140M 3PMSF M+S FRONT Marshal (D,C,B,71dB);265;70;19.5;M;;140;;;(gr.Kumho/ Korea) M+S STEER;1;1;800,00;552,00;D;C;B;71dB;;R;0 kg;;
2246103;8808956251819;68666;Marshal;RD50;;ciężarowe;OPONA 315/60R22.5 RD50 152/148L 3PMSF DRIVE Marshal (D,B,1,73dB);315;60;22.5;;L;152;148;;;1;1;800,00;552,00;D;B;1;73dB;;R;0 kg;;
2261563;8808956269432;86122;Kumho;MA31;;ciężarowe;OPONA 315/80R22.5 MA31 156/150K 3PMSF ALL POSITION Kumho (D,C,B,72dB);315;80;22.5;;K;156;150;;(gr.Kumho);20;20;2126,05;1466,97;D;C;B;72dB;;R;0 kg;https://eprel.ec.europa.eu/qr/459552;
2261583;8808956269456;86069;Kumho;MD51;;ciężarowe;OPONA 315/80R22.5 MD51 156/150K ON/OFF DRIVE Kumho (E,C,B,76dB);315;80;22.5;;K;156;150;;;20;20;2020,00;1393,80;E;C;B;76dB;;R;73,54 kg;https://eprel.ec.europa.eu/qr/458465;
2263623;0440000109165;86336;Kumho;XA10;;ciężarowe;OPONA 285/70R19.5 XA10 146/144M 3PMSF FRONT Kumho (C,B,A,69dB);285;70;19.5;;M;146;144;;;8;8;1500,00;1035,00;C;B;A;69dB;;R;0 kg;https://eprel.ec.europa.eu/qr/459749;
2267683;8808956276553;86065;Kumho;XD10;;ciężarowe;OPONA 285/70R19.5 XD10 146/144M 3PMSF DRIVE Kumho (D,C,B,75dB);285;70;19.5;;M;146;144;;;4;4;1473,00;1016,37;D;C;B;75dB;;R;0 kg;;
2270643;8808956280147;86070;Kumho;LS23;;ciężarowe;OPONA 385/55R22.5 LS23 160K 3PMSF FRONT Kumho (A,C,A,71dB);385;55;22.5;K;;160;;;(gr.Kumho / Korea);2;2;2250,00;1507,50;A;C;A;71dB;;R;0 kg;;
2289843;8808956301248;86463;Kumho;XD10;;ciężarowe;OPONA 315/60R22.5 XD10 152/148L 3PMSF DRIVE Kumho (D,C,B,76dB);315;60;22.5;;L;152;148;;;8;8;2182,00;1505,58;D;C;B;76dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/779270;
2302223;8808956315672;87094;Kumho;XS10;;ciężarowe;OPONA 355/50R22.5 XS10 156K 3PMSF FRONT Kumho (B,B,A,72dB);355;50;22.5;K;;156;;;;20;20;2542,47;1754,30;B;B;A;72dB;;R;0 kg;https://eprel.ec.europa.eu/qr/1648103;
2303153;8808956316679;86073;Kumho;LT23;;ciężarowe;OPONA 435/50R19.5 LT23 160J 3PMSF TRAILER Kumho (B,C,A,71dB);435;50;19.5;J;;160;;;TRAILER M+S;20;20;2200,00;1430,00;B;C;A;71dB;;R;0;https://eprel.ec.europa.eu/qr/1345194;
2306153;0440000107727;85789;Kumho;LT23;;ciężarowe;OPONA 445/45R19.5 LT23 160J 3PMSF TRAILER Kumho (B,C,A,71dB);445;45;19.5;J;;160;;;(gr.Kumho/ Korea);12;12;2480,00;1587,20;B;C;A;71dB;;R;0 kg;https://eprel.ec.europa.eu/qr/1345197;
23080;3286342308012;83130;Bridgestone;L317 EVO;;ciężarowe;OPONA 13R22.5 L317 EVO 158G/156K ON/OFF 3PMSF DRIVE Bridgestone (E,B,2,73dB);13;;22.5;G;K;158;156;;;20;20;3114,00;1619,28;E;B;2;73dB;;R;0;;
2311793;8808956325770;86072;Kumho;XD10;;ciężarowe;OPONA 295/60R22.5 XD10 150/147K 3PMSF DRIVE Kumho (C,C,B,76dB);295;60;22.5;;K;150;147;;;20;20;1860,00;1283,40;C;C;B;76dB;;R;0;https://eprel.ec.europa.eu/screen/product/tyres/1493363;
2327543;0440000109721;86450;Kumho;XA11;;ciężarowe;OPONA 385/55R19.5 XA11 156J 3PMSF ALL POSITION Kumho (B,B,A,71dB);385;55;19.5;J;;156;;;;16;16;2450,00;1666,00;B;B;A;71dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/1605499;
23435;3286342343518;81369;Firestone;FS424 EVO;;ciężarowe;OPONA 315/70R22.5 FS424 EVO 156L/150L M+S FRONT Firestone (C,B,A,70dB);315;70;22.5;L;L;156;150;;;18;18;2593,00;1465,04;C;B;A;70dB;;R;0;https://eprel.ec.europa.eu/screen/product/tyres/1619668;
2361073;0440000120443;90460;Kumho;KXT31;;ciężarowe;OPONA 385/55R22.5 KXT31 160K 3PMSF M+S TRAILER Kumho (B,B,A,71dB);385;55;22.5;K;;160;;;;5;5;2150,00;1483,50;B;B;A;71dB;;R;0 kg;https://eprel.ec.europa.eu/qr/2290982;
2362093;0440000125509;93162;Kumho;KXA31;;ciężarowe;OPONA 315/70R22.5 KXA31 156L/150L FRONT Kumho (B,C,A,71dB);315;70;22.5;L;L;156;150;;;6;6;1920,00;1324,80;B;C;A;71dB;;R;0 kg;;
2362113;8808956608477;91277;Kumho;KXA31;;ciężarowe;OPONA 385/65R22.5 KXA31 164K 3PMSF M+S FRONT/TRAILER Kumho (B,B,A,71dB);385;65;22.5;K;;164;;;;11;11;2150,00;1419,00;B;B;A;71dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/2245789;
2362153;8808956608514;90309;Kumho;XD31;;ciężarowe;OPONA 315/70R22.5 XD31 154/150L 3PMSF M+S DRIVE Kumho (C,B,B,75dB);315;70;22.5;;L;154;150;;;20;20;1950,00;1345,50;C;B;B;75dB;;R;0 kg;https://eprel.ec.europa.eu/qr/2255147;
2364313;0440000120436;90461;Kumho;LA31;;ciężarowe;OPONA 385/55R22.5 LA31 160K 3PMSF FRONT/TRAILER Kumho (B,A,A,70dB);385;55;22.5;K;;160;;;;9;9;2250,00;1485,00;B;A;A;70dB;;R;0 kg;https://eprel.ec.europa.eu/qr/2255149;
2364603;8808956611507;91598;Kumho;LA31;;ciężarowe;OPONA 315/60R22.5 LA31 154/148L 3PMSF M+S ALL POSITION Kumho (B,A,A,70dB);315;60;22.5;;L;154;148;;;4;4;2250,00;1507,50;B;A;A;70dB;;R;0 kg;https://eprel.ec.europa.eu/qr/2290995;
2371293;8808956618315;91764;Kumho;KXA31;;ciężarowe;OPONA 265/70R19.5 KXA31 144/142J 3PMSF M+S ALL POSITION Kumho (C,B,A,71dB);265;70;19.5;;J;144;142;;;6;6;1360,00;938,40;C;B;A;71dB;;R;0 kg;;
23728;0440000042196;70249;Bridgestone;MT 001 PLUS;;ciężarowe;OPONA 385/65R22.5 MT 001 PLUS 160K/158L ON/OFF TRAILER Bridgestone (C,B,2,73);385;65;22.5;K;L;160;158;;;5;5;3329,00;1731,08;C;B;2;73;;R;0 kg;;
2373183;8808956624132;93086;Kumho;XA11;;ciężarowe;OPONA 385/65R22.5 XA11 164K 3PMSF ALL POSITION Kumho (B,A,A,70dB);385;65;22.5;K;;164;;;;12;12;2050,00;1414,50;B;A;A;70dB;;R;0 kg;https://eprel.ec.europa.eu/qr/2182088;
2373233;0440000123703;92179;Kumho;XS10;;ciężarowe;OPONA 315/60R22.5 XS10 154/148L 3PMSF FRONT Kumho (C,B,A,73dB);315;60;22.5;;L;154;148;;(gr.Kumho);11;11;2170,00;1453,90;C;B;A;73dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/2182093;
2373373;0440000126247;93479;Kumho;RD02;;ciężarowe;OPONA 305/70R19.5 RD02 148M/145M 3PMSF DRIVE Kumho (D,C,B,76dB);305;70;19.5;M;M;148;145;;;12;12;1980,00;1366,20;D;C;B;76dB;;R;0 kg;;
23832;3286342383217;83570;Bridgestone;RT1;;ciężarowe;OPONA 215/75R17.5 RT1 136/134K 3PMSF M+S TRAILER Bridgestone (C,C,3,69dB);215;75;17.5;;K;136;134;;;8;8;1751,00;980,56;C;C;3;69dB;;R;0;https://eprel.ec.europa.eu/screen/product/tyres/1331484;
239365;0440000046514;70319;Michelin;BIBLOAD H/S;;przemysłowe;OPONA 400/70R18 BIBLOAD H/S 147A8/147B TL Michelin;400;70;18;A8;B;147;147;;;2;2;5800,00;2958,00;;;;;;R;0;;
24836800;0440000006495;44844;Lassa;MAXIWAYS 110D;;ciężarowe;OPONA 215/75R17.5 MAXIWAYS 110D 126/124M 3PMSF M+S DRIVE Lassa (E,B,1,69db);215;75;17.5;;M;126;124;;;3;3;935,00;645,15;E;B;1;69db;;R;0 kg;https://eprel.ec.europa.eu/qr/568444;
24838200;8697322483547;44847;Lassa;MAXIWAYS 100S;;ciężarowe;OPONA 235/75R17.5 MAXIWAYS 100S 132/130M M+S FRONT Lassa (E,A,2,73db);235;75;17.5;;M;132;130;;;14;14;970,00;669,30;E;A;2;73db;;R;0 kg;https://eprel.ec.europa.eu/qr/568422;
248398;0440000007416;64465;Lassa;MAXIWAYS 110D;;ciężarowe;OPONA 235/75R17.5 MAXIWAYS 110D 132/130M DRIVE Lassa (A,D,1,73dB);235;75;17.5;M;;132/130;;;;20;20;975,00;672,75;A;D;1;73dB;;R;0;;
24846200;0440000006501;63939;Lassa;MAXIWAYS 100S;;ciężarowe;OPONA 225/75R17.5 MAXIWAYS 100S 129/127M FRONT Lassa (B,D,2,73dB);225;75;17.5;M;;129/127;;;;12;12;910,00;627,90;B;D;2;73dB;;R;0;https://eprel.ec.europa.eu/qr/568423;
24846800;8697322484681;44845;Lassa;MAXIWAYS 110D;;ciężarowe;OPONA 225/75R17.5 MAXIWAYS 110D 129/127M DRIVE Lassa (D,A,2,73db);225;75;17.5;;M;129;127;;;2;2;925,00;638,25;D;A;2;73db;;R;0;https://eprel.ec.europa.eu/qr/568447;
24865900;8697322486593;81655;Lassa;MAXIWAYS 100S;;ciężarowe;OPONA 245/70R17.5 MAXIWAYS 100S 136/134M 3PMSF M+S FRONT Lassa (D,C,A,70dB);245;70;17.5;;M;136;134;;DRIVE;10;10;1000,00;690,00;D;C;A;70dB;;R;0 kg;https://eprel.ec.europa.eu/qr/568425;
249703;0440000108168;85758;Michelin;X LINE ENERGY Z;;ciężarowe;OPONA 295/60R22.5 X LINE ENERGY Z 150/147L 3PMSF FRONT Michelin (B,B,1,70dB);295;60;22.5;;L;150;147;;;1;1;4526,00;2534,56;B;B;1;70dB;;R;0;https://eprel.ec.europa.eu/qr/1717376;
25020821;0440000118051;89620;Mitas;SK02;;przemysłowe;OPONA 27X8.50-15 SK02 8PR TL Mitas;27X8.50;;15;;;8PR;;;;2;2;778,00;513,48;;;;;;-;13 kg;;
25020823;0440000107239;85619;Mitas;SK01;;rolnicze;OPONA 10.0/75-15.3 (260/75-15.3) SK01 10PR TL Mitas;10.0;75;15.3;;;10PR;;260/75-15.3;;6;6;885,00;584,10;;;;;;-;17 kg;;
25020824;8059971615524;87532;Mitas;SK02;;przemysłowe;OPONA 23X8.50-12 SK02 10PR TL Mitas;23X8.50;;12;;;10PR;;;;12;12;510,00;336,60;;;;;;-;10 kg;;
25027655;0440000120924;90886;Mitas;MPT06 IND;;przemysłowe;OPONA 480/65-22.5 (18-22.5) MPT06 IND 16PR TL Mitas;480;65;22.5;;;16PR;;18-22.5;;2;2;3100,00;2046,00;;;;;;-;0;;
25028052;0440000119003;89976;Mitas;COMP SMOOTH;;przemysłowe;OPONA 11.00-20 COMP SMOOTH 18PR TT Mitas;11.00;;20;;;18PR;;;TT DA;9;9;2267,00;1496,22;;;;;;-;0;;
25028054;0440000124281;92600;Mitas;EM23;;przemysłowe;OPONA 10.00-20 EM23 /16PR TT Mitas;10.00;;20;;;;16PR;;;16;16;1510,00;996,60;;;;;;-;45 kg;;
25028056;0440000119744;90301;Mitas;MPT04 IND;;przemysłowe;OPONA 400/70-24 MPT04 IND 14PR/151D TL Mitas;400;70;24;;D;14PR;151;;;4;4;2199,00;1451,34;;;;;;-;0;;
25028196;0440000119713;90300;Mitas;NB38;;przemysłowe;OPONA 10.00-20 NB38 16PR TT Mitas;10.00;;20;;;16PR;;;;4;4;1452,00;958,32;;;;;;-;45 kg;;
25029093;0440000126438;93533;Mitas;MPT-04;;przemysłowe;OPONA 405/70-24 MPT-04 14PR/152B TL Mitas;405;70;24;;B;14PR;152;;;2;2;2199,00;1451,34;;;;;;-;0;;
25029381;0440000124304;92601;Mitas;TI06 S116;;przemysłowe;OPONA 16.9-28 TI06 S116 12PR IND TL Mitas;16.9;;28;;;12PR;;;TL;6;6;2946,00;1944,36;;;;;;-;75,8 kg;;
25029382;0440000127862;93994;Mitas;TI09;;przemysłowe;OPONA 440/80-30 (16.9-30) TI09 14PR TL Mitas;440;80;30;;;14PR;;16.9-30;;2;2;3275,00;2161,50;;;;;;-;0;;
25029530;0440000124373;92604;Mitas;TR09 S116 IND;;przemysłowe;OPONA 12.5/80-18 (320/80-18) TR09 S116 IND 12PR TL Mitas;12.5;80;18;;;12PR;;320/80-18;;9;9;1296,00;855,36;;;;;;-;45 kg;;
25029531;0440000120894;90883;Mitas;TR09 IND;;przemysłowe;OPONA 12.5/80-18 (320/80-18) TR09 IND 12PR TL Mitas;12.5;80;18;;;12PR;;320/80-18;;9;9;1296,00;855,36;;;;;;-;0;;
25029588;0440000124335;92606;Mitas;MPT-04;;przemysłowe;OPONA 340/80-18 (12.5/80-18) MPT-04 16PR IND TL Mitas;340;80;18;;;16PR;;12.5/80-18;;10;10;1600,00;1056,00;;;;;;-;0;;
25029862;0440000127848;93991;Mitas;MPT04 IND;;przemysłowe;OPONA 360/85-20 (14.5-20) MPT04 IND 14PR TL Mitas;360;85;20;;;14PR;;14.5-20;;3;3;1455,00;960,30;;;;;;-;0;;
25030149;0440000124298;92607;Mitas;TR09 IND;;przemysłowe;OPONA 16.0/70-20 (400/75-20) TR09 IND 14PR TL Mitas;16.0;70;20;;;14PR;;400/75-20;;12;12;2011,00;1327,26;;;;;;-;0;;
25030150;0440000127824;93987;Mitas;MPT03;;przemysłowe;OPONA 12.5-20 MPT03 132G/12PR TL Mitas;12.5;;20;G;;132;12PR;;;2;2;1354,00;893,64;;;;;;-;55 kg;;
25031827;0440000125202;93036;Mitas;NB38;;przemysłowe;OPONA 11.00-20 NB38 16PR TT Mitas;11.00;;20;;;16PR;;;;8;8;1575,00;1039,50;;;;;;-;50 kg;;
25031833;0440000124366;92608;Mitas;NB38;;przemysłowe;OPONA 9.00-20 NB38 14PR TT Mitas;9.00;;20;;;14PR;;;;2;2;1370,00;904,20;;;;;;-;38 kg;;
250392-36;0440000122669;91195;Galaxy;YARDMASTER RADIAL;;przemysłowe;OPONA 12.00R24 YARDMASTER RADIAL 178A5 TL Galaxy;12.00;;24;A5;;178;;;;2;2;5150,00;3399,00;;;;;;R;0 kg;;
250802-33TTR;0440000098186;80940;Galaxy;YARD MASTER;;przemysłowe;OPONA 300-15 YARD MASTER 20PR +Dętka TT Galaxy;300;;15;;;20PR;;;;2;2;1417,00;935,22;;;;;;-;0;;
255154;3528702551547;93127;Michelin;X MULTI Z2;;ciężarowe;OPONA 265/70R19.5 X MULTI Z2 140/138M 3PMSF ALL POSITION Michelin (C,C,A,70dB);265;70;19.5;;M;140;138;;;4;4;2682,00;1595,79;C;C;A;70dB;;R;38 kg;https://eprel.ec.europa.eu/qr/2163042;
