Kod producenta;ean;id JMK;Producent;Bieżnik;Sezon;Rodzaj;nazwa;szerokosc;profil;srednica;Indeks prędkości 1;Indeks Prędkości 2;Indeks Nośność 1;Indeks Nośność 2;Zamiennik;System;Magazyn 1 ilosc;Magazyn 2 ilosc;Cena detal netto;Cena klient netto;Opór toczenia;Przyczepność;Hałas Klasa;Hałas dB;Dot;Konstrukcja;Masa brutto;EPRELURL;Informacje_dodatkowe
IND00018;0440000047641;21311;Speedways;GRIPKING;;rolnicze;OPONA 9.5-24 GRIPKING 8PR TT Speedways;9.5;;24;;;8PR;;;;4;4;600,00;420,00;;;;;;-;0;;
IND00019;0440000010980;3193;Speedways;SW-201;;rolnicze;OPONA 7.50-16 SW-201 8PR TT Speedways;7.50;;16;;;8PR;;;;20;20;290,00;203,00;;;;;;-;0;;
IND000212;0440000082673;63310;Speedways;POWERLUG R-4;;przemysłowe;OPONA 19.5-24 POWERLUG R-4 12 PR TL Speedways;19.5;;24;;;12 PR;;;;4;4;1650,00;1155,00;;;;;;-;0;;
IND00023;0440000004446;3195;Speedways;GRIPKING;;rolnicze;OPONA 16.9-28 GRIPKING 12PR TT Speedways;16.9;;28;;;12PR;;;;8;8;1700,00;1190,00;;;;;;-;0;;
IND00036;0440000008338;4849;Speedways;GRIPKING;;rolnicze;OPONA 13.6-24 (340/85-24) GRIPKING 12PR TT Speedways;13.6;;24;;;12PR;;340/85-24;;12;12;1000,00;700,00;;;;;;-;0;;
IND00037;0440000045685;4685;Speedways;GRIPKING;;rolnicze;OPONA 11.2-28 GRIPKING 8PR TT Speedways;11.2;;28;;;8PR;;;;9;9;800,00;560,00;;;;;;-;0;;
IND00082;0440000010454;4850;Speedways;GRIPKING;;rolnicze;OPONA 13.6-24 (340/85-24) GRIPKING 8PR TT Speedways;13.6;;24;;;8PR;;340/85-24;;10;10;900,00;630,00;;;;;;-;0;;
IND00084;0440000007133;4680;Speedways;GRIPKING;;rolnicze;OPONA 11.2-20 GRIPKING 8PR TT Speedways;11.2;;20;;;8PR;;;;4;4;710,00;497,00;;;;;;-;0;;
IND00088;0440000011055;27926;Speedways;GRIPKING;;rolnicze;OPONA 9.5-32 GRIPKING 8PR TT Speedways;9.5;;32;;;8PR;;;;20;20;612,00;428,40;;;;;;-;0;;
IND00089;0440000006624;27927;Speedways;STEERKING+;;rolnicze;OPONA 12-16.5 STEERKING+ 12PR TL Speedways;12;;16.5;;;12PR;;;;14;14;700,00;490,00;;;;;;-;0;;
IND00092;0440000004361;27930;Speedways;ROCKLUG E3;;przemysłowe;OPONA 15.5-25 ROCKLUG E3 16PR TL Speedways;15.5;;25;;;16PR;;;;2;2;1900,00;1330,00;;;;;;-;0;;
IND00093;0440000007188;27931;Speedways;POWERGRIP G-2;;przemysłowe;OPONA 14.00-24 POWERGRIP G-2 12PR TL Speedways;14.00;;24;;;12PR;;;;4;4;1350,00;945,00;;;;;;-;0 kg;;
IND00107;0440000048211;28034;Speedways;SW-201;;rolnicze;OPONA 6.00-18 SW-201 8PR TT Speedways;6.00;;18;;;8PR;;;;16;16;339,00;237,30;;;;;;-;0;;
IND00109;0440000008321;28036;Speedways;POWERLUG R-4;;przemysłowe;OPONA 16.9-24 POWERLUG R-4 12PR TL Speedways;16.9;;24;;;12PR;;;;4;4;1490,00;1043,00;;;;;;-;0;;
IND00112;0440000048204;28039;Speedways;GRIPKING;;przemysłowe;OPONA 15.5/80-24 (400/80-24) GRIPKING 12PR TL Speedways;15.5;80;24;;;12PR;;400/80-24;;10;10;1430,00;1001,00;;;;;;-;0;;
IND00120;0440000045678;28125;Speedways;GRIPKING;;rolnicze;OPONA 18.4-38 GRIPKING 8PR TT Speedways;18.4;;38;;;8PR;;;;4;4;2300,00;1610,00;;;;;;-;0;;
IND00125;0440000010836;28657;Speedways;GRIPKING;;rolnicze;OPONA 4.00-16 GRIPKING 6PR TT Speedways;4.00;;16;;;6PR;;;;9;9;180,00;126,00;;;;;;-;0;;
IND00128;0440000004460;28660;Speedways;GRIPKING FORESTRY;;leśne;OPONA 16.9-28 GRIPKING FORESTRY 16PR TT Speedways;16.9;;28;;;16PR;;;;7;7;1900,00;1330,00;;;;;;-;0;;
IND00129;0440000047672;28661;Speedways;GRIPKING FORESTRY;;leśne;OPONA 18.4-38 GRIPKING FORESTRY 162A2/16 PR TT Speedways;18.4;;38;A2;;162;16 PR;;;10;10;2900,00;2030,00;;;;;;-;0;;
IND00132;0440000009472;28674;Speedways;POWERLUG R-4;;przemysłowe;OPONA 17.5-24 (17.5L-24) POWERLUG R-4 12PR TL Speedways;17.5;;24;;;12PR;;17.5L-24;;5;5;1600,00;1120,00;;;;;;-;0;;
IND00133;0440000008703;28675;Speedways;TRACKING;;rolnicze;OPONA 15X6.00-6 TRACKING 6PR TL Speedways;15X6.00;;6;;;6PR;;;;6;6;90,00;63,00;;;;;;-;3 kg;;
IND00135;0440000006785;28677;Speedways;TRACKING;;rolnicze;OPONA 16X6.50-8 TRACKING 6PR TL Speedways;16X6.50;;8;;;6PR;;;;1;1;120,00;84,00;;;;;;-;0;;
IND00136;0440000002572;28678;Speedways;TRACKING;;rolnicze;OPONA 16X6.50-8 TRACKING 10PR TL Speedways;16X6.50;;8;;;10PR;;;;20;20;120,00;84,00;;;;;;-;0;;
IND00139;0440000056209;29622;Speedways;GRIPKING FORESTRY;;leśne;OPONA 18.4-34 GRIPKING FORESTRY 16PR TT Speedways;18.4;;34;;;16PR;;;;8;8;3300,00;2310,00;;;;;;-;0;;
IND00143;0440000006976;29626;Speedways;PK-303;;rolnicze;OPONA 13.0/55-16 (340/55-16) PK-303 14PR TL Speedways;13.0;55;16;;;14PR;;340/55-16;;20;20;510,00;357,00;;;;;;-;0;;
IND00149;0440000011659;31822;Speedways;MPT-007;;przemysłowe;OPONA 18-19.5 MPT-007 16PR TL Speedways;18;;19.5;;;16PR;;;;4;4;1850,00;1295,00;;;;;;-;0;;
IND00151;0440000008710;29147;Speedways;F-2;;rolnicze;OPONA 4.00-12 F-2 4PR TT Speedways;4.00;;12;;;4PR;;;;13;13;126,00;88,20;;;;;;-;0;;
IND00152;0440000010645;32215;Speedways;MPT-007;;przemysłowe;OPONA 10.5-20 MPT-007 10PR TL Speedways;10.5;;20;;;10PR;;;;2;2;800,00;560,00;;;;;;-;0;;
IND00156;0440000055325;33170;Speedways;GRIPKING;;rolnicze;OPONA 5.00-15 GRIPKING 6PR TT Speedways;5.00;;15;;;6PR;;;;1;1;197,00;137,90;;;;;;-;0;;
IND00163;0440000055165;34205;Speedways;PK-305;;rolnicze;OPONA 15.0/55-17 PK-305 14PR TL Speedways;15.0;55;17;;;14PR;;;;8;8;680,00;476,00;;;;;;-;0;;
IND00168;0440000122126;34815;Speedways;POWERLUG R-4;;rolnicze;OPONA 18.4-26 POWERLUG R-4 16PR TL Speedways;18.4;;26;;;16PR;;;TL;2;2;1830,00;1281,00;;;;;;-;0;;
IND00174;0440000008307;40248;Speedways;GRIPKING;;przemysłowe;OPONA 15.5/80-24 (400/80-24) GRIPKING 16PR TL Speedways;15.5;80;24;;;16PR;;400/80-24;;2;2;1450,00;1015,00;;;;;;-;0;;
IND00176;0440000008062;40460;Speedways;POWERGRIP G-2;;przemysłowe;OPONA 14.00-24 POWERGRIP G-2 16PR TL Speedways;14.00;;24;;;16PR;;;;6;6;1650,00;1155,00;;;;;;-;0 kg;;
IND00178;0440000047634;43678;Speedways;GRIPKING;;rolnicze;OPONA 11.2-28 GRIPKING 12PR TT Speedways;11.2;;28;;;12PR;;;;1;1;900,00;630,00;;;;;;-;0;;
IND00181;0440000045715;50018;Speedways;TRENCHER;;rolnicze;OPONA 31X15.50-15 TRENCHER 10PR TL Speedways;31X15.50;;15;;;10PR;;;;10;10;716,00;501,20;;;;;;-;0;;
IND00183;0440000004385;50243;Speedways;FLOTATION KING;;rolnicze;OPONA 400/60-15.5 FLOTATION KING 14PR TL Speedways;400;60;15.5;;;14PR;;;;16;16;860,00;602,00;;;;;;-;0;;
IND00185;0440000054991;50537;Speedways;FLOTATION KING;;rolnicze;OPONA 400/60-15.5 FLOTATION KING 18PR TL Speedways;400;60;15.5;;;18PR;;;;20;20;900,00;630,00;;;;;;-;0;;
IND00186;0440000011628;50541;Speedways;GRIPKING;;rolnicze;OPONA 14.9-26 GRIPKING 12PR TT Speedways;14.9;;26;;;12PR;;;;3;3;1360,00;952,00;;;;;;-;0;;
IND00191;0440000004354;51356;Speedways;MPT-007;;przemysłowe;OPONA 18-19.5 MPT-007 18PR TL Speedways;18;;19.5;;;18PR;;;;10;10;1990,00;1393,00;;;;;;-;0;;
IND00197;0440000010423;52136;Speedways;SR-888;;rolnicze;OPONA 18.4R38 (460/85R38) SR-888 149A8/149B TL Speedways;18.4;;38;A8;B;149;149;460/85R38;;1;1;2850,00;1995,00;;;;;;R;0;;
IND00203;0440000045807;57589;Speedways;EV-999;;przemysłowe;OPONA 10.00-20 EV-999 16PR KPL TT Speedways;10.00;;20;;;16PR;;;;9;9;900,00;630,00;;;;;;-;0;;
IND00204;0440000056407;58176;Speedways;RC-999;;rolnicze;OPONA 11.2R44 (270/95R44) RC-999 142A8 TL Speedways;11.2;;44;A8;;142;;270/95R44;;2;2;1900,00;1330,00;;;;;;R;0;;
IND00207;0440000055110;60539;Speedways;MPT;;przemysłowe;OPONA 10.5/80-18 MPT 12PR TL Speedways;10.5;80;18;;;12PR;;;;1;1;750,00;525,00;;;;;;-;0;;
IND00208;0440000010867;60540;Speedways;RC-999;;rolnicze;OPONA 12.4R46 (300/95R46) RC-999 148A8/B TL Speedways;12.4;;46;A8;B;148;;300/95R46;;2;2;2800,00;1960,00;;;;;;R;0;;
IND00210;0440000006341;63443;Speedways;GRIPKING;;rolnicze;OPONA 4.00-36 GRIPKING 4PR TT Speedways;4.00;;36;;;4PR;;;;2;2;640,00;448,00;;;;;;-;0;;
IND00212;0440000082826;63752;Speedways;POWERLUG R-4;;przemysłowe;OPONA 16.9-24 POWERLUG R-4 16PR TL Speedways;16.9;;24;;;16PR;;;;2;2;1560,00;1092,00;;;;;;-;0;;
IND00214;0440000008024;64526;Speedways;RC-999;;rolnicze;OPONA 9.5R32 (230/95R32) RC-999 125A8/128B TL Speedways;9.5;;32;A8;B;125;128;230/95R32;;4;4;1090,00;763,00;;;;;;R;0;;
IND00218;0440000006792;67037;Speedways;MILITARY;;rolnicze;OPONA 6.00-16 MILITARY 6PR TT Speedways;6.00;;16;;;6PR;;;;12;12;500,00;350,00;;;;;;-;0 kg;;
IND00223;0440000045708;69945;Speedways;STEER PLUS;;przemysłowe;OPONA 27X8.50-15 STEER PLUS 8PR TL Speedways;27X8.50;;15;;;8PR;;;;1;1;350,00;245,00;;;;;;-;0 kg;;
IND00225;0440000047658;70209;Speedways;SW-201;;rolnicze;OPONA 7.50-16 SW-201 12PR TT Speedways;7.50;;16;;;12PR;;;;20;20;400,00;280,00;;;;;;-;0 kg;;
IND00229;0440000055103;70614;Speedways;PK-303;;rolnicze;OPONA 10.0/75-15.3 (260/75-15.3) PK-303 16PR TL Speedways;10.0;75;15.3;;;16PR;;260/75-15.3;;20;20;350,00;245,00;;;;;;-;0 kg;;
IND00234;0440000081638;75865;Speedways;PK-303;;rolnicze;OPONA 11.5/80-15.3 PK-303 18PR TL Speedways;11.5;80;15.3;;;18PR;;;;20;20;620,00;434,00;;;;;;-;0 kg;;
IND00243;0440000082321;75919;Speedways;ROCKLUG E3;;przemysłowe;OPONA 17.5-25 ROCKLUG E3 16PR TL Speedways;17.5;;25;;;16PR;;;;4;4;2350,00;1645,00;;;;;;-;0 kg;;
IND00254;0440000096571;80352;Speedways;ROCKLUG E3;;przemysłowe;OPONA 23.5-25 ROCKLUG E3 24PR TL Speedways;23.5;;25;;;24PR;;;;12;12;4950,00;3465,00;;;;;;-;0 kg;;
IND00257;0440000096205;80358;Speedways;GRIPKING;;rolnicze;OPONA 15.5-38 GRIPKING 12PR TT Speedways;15.5;;38;;;12PR;;;;14;14;1650,00;1155,00;;;;;;-;0;;
IND00260;0440000097400;80715;Speedways;MPT;;przemysłowe;OPONA 12.5/80-18 MPT 16PR TL Speedways;12.5;80;18;;;16PR;;;;4;4;830,00;581,00;;;;;;-;0;;
IND00261;0440000097431;80716;Speedways;ROCKLUG E3;;przemysłowe;OPONA 23.5-25 ROCKLUG E3 28PR TL Speedways;23.5;;25;;;28PR;;;;6;6;5250,00;3675,00;;;;;;-;0 kg;;
IND00302;0440000097448;80912;Speedways;POWERLUG R-4;;przemysłowe;OPONA 16.9-28 POWERLUG R-4 16PR TL Speedways;16.9;;28;;;16PR;;;;4;4;1900,00;1330,00;;;;;;-;0;;
IND00303;0440000097455;80913;Speedways;MILITARY;;rolnicze;OPONA 9.00-16 MILITARY 14PR/125G TT Speedways;9.00;;16;;G;14PR;125;;;6;6;650,00;455,00;;;;;;-;0 kg;;
IND00316;0440000127350;81535;Speedways;RC-999;;rolnicze;OPONA 9.5R48 (230/95R48) RC-999 136A8/B TL Speedways;9.5;;48;A8/B;;136;;230/95R48;;3;3;1550,00;1085,00;;;;;;R;69 kg;;
IND00325;0440000103576;83261;Speedways;POWERPLUS HD;;rolnicze;OPONA 18X8.50-8 POWERPLUS HD 10PR TL Speedways;18X8.50;;8;;;10PR;;;;3;3;220,00;154,00;;;;;;-;0;;
IND00341;0440000108908;85635;Speedways;POWERPLUS HD;;rolnicze;OPONA 18X8.50-8 POWERPLUS HD 6PR TL Speedways;18X8.50;;8;;;6PR;;;;3;3;220,00;154,00;;;;;;-;0;;
IND00342;0440000108915;85636;Speedways;POWERPLUS;;rolnicze;OPONA 20.5X8.00-10 POWERPLUS 10PR TL Speedways;20.5X8.00;;10;;;10PR;;;;3;3;230,00;161,00;;;;;;-;0;;
IND00396;0440000122119;91370;Speedways;GRIPKING HD;;rolnicze;OPONA 12.4-24 (320/85-24) GRIPKING HD 12PR TT Speedways;12.4;;24;;;12PR;;320/85-24;;12;12;890,00;623,00;;;;;;-;0;;
IND00400;0440000122355;91353;Speedways;PK-303;;rolnicze;OPONA 12.5/80-15.3 PK-303 22PR TL Speedways;12.5;80;15.3;;;22PR;;;;20;20;700,00;490,00;;;;;;-;0;;
IND00401;0440000122331;91354;Speedways;SW-201;;rolnicze;OPONA 6.50-20 SW-201 10PR TT Speedways;6.50;;20;;;10PR;;;;18;18;450,00;315,00;;;;;;-;0;;
IND00403;0440000127275;93362;Speedways;RC-999;;rolnicze;OPONA 9.5R36 (230/95R36) RC-999 130B/130A8 TL Speedways;9.5;;36;B;A8;130;130;230/95R36;;4;4;1350,00;945,00;;;;;;R;69 kg;;
IND00405;0440000127220;93365;Speedways;PK-307;;rolnicze;OPONA 19.0/45-17 PK-307 22PR TL Speedways;19.0;45;17;;;22PR;;;;2;2;1100,00;770,00;;;;;;-;0;;
IND00406;0440000127251;93366;Speedways;GRIPKING;;rolnicze;OPONA 7.00-12 GRIPKING 10PR TT Speedways;7.00;;12;;;10PR;;;TT;12;12;250,00;175,00;;;;;;-;0 kg;;
IND00407;0440000127190;93367;Speedways;GRIPKING HD;;rolnicze;OPONA 12.4-24 (320/85-24) GRIPKING HD 8PPR TT Speedways;12.4;;24;;;8PPR;;320/85-24;;8;8;850,00;595,00;;;;;;-;0;;
IND00408;0440000127206;93368;Speedways;GRIPKING;;rolnicze;OPONA 12.4-36 (320/85-36) GRIPKING 12PR TT Speedways;12.4;;36;;;12PR;;320/85-36;;4;4;1100,00;770,00;;;;;;-;0;;
IND00409;0440000128357;93369;Speedways;SR-777;;rolnicze;OPONA 280/70R20 SR-777 116B/116A8 TL Speedways;280;70;20;B;A8;116;116;;;8;8;820,00;574,00;;;;;;R;0;;
IND00410;0440000128340;93371;Speedways;GRIPKING;;rolnicze;OPONA 20.8-38 GRIPKING 28PR TT Speedways;20.8;;38;;;28PR;;;;4;4;4500,00;3150,00;;;;;;-;0 kg;;
IND004710;0440000128364;93370;Speedways;RC-999;;rolnicze;OPONA 9.5R44 (230/95R44) RC-999 134B/134A8 TL Speedways;9.5;;44;B;A8;134;134;230/95R44;;18;18;1420,00;994,00;;;;;;R;0;;
IND00480;0440000127213;93181;Speedways;GRIPKING HD;;rolnicze;OPONA 14.9-24 (380/85-24) GRIPKING HD 12PR TT Speedways;14.9;;24;;;12PR;;380/85-24;;14;14;1220,00;854,00;;;;;;-;0;;
IND00500;0440000127336;93180;Speedways;MONSTER L5;;przemysłowe;OPONA 10-16.5 MONSTER L5 12PR TL Speedways;10;;16.5;;;12PR;;;;20;20;720,00;504,00;;;;;;-;0;;
IND00501;0440000127244;93360;Speedways;FL-60;;rolnicze;OPONA 425/55R17 FL-60 129D TL Speedways;425;55;17;D;;129;;;;4;4;1300,00;910,00;;;;;;R;0;;
KOIM1040041T;5901765100019;25588;Kabat;IMP-02;;rolnicze;OPONA 4.00-10 IMP-02 4PR TT Kabat;4.00;;10;;;4PR;;;;17;17;91,01;76,45;;;;;;-;0;;
KOIM61560061L;0440000106492;67556;Kabat;IMP-06 LINIOWA IMPLEMENT;;rolnicze małe;OPONA 15X6.00-6 IMP-06 LINIOWA IMPLEMENT 6PR TL Kabat;15X6.00;;6;;;6PR;;;;6;6;97,04;97,04;;;;;;-;0;;
KOIM61560061T;5901765100323;76733;Kabat;IMP-06 LINIOWA IMPLEMENT;;rolnicze małe;OPONA 15X6.00-6 IMP-06 LINIOWA IMPLEMENT 6PR TT Kabat;15X6.00;;6;;;6PR;;;;4;4;97,04;97,04;;;;;;-;0;;
KOIM81885061T;5901765100422;61919;Kabat;IMP-06 LINIOWA;;rolnicze małe;OPONA 18X8.50-8 IMP-06 LINIOWA 6PR TT Kabat;18X8.50;;8;;;6PR;;;;7;7;118,64;118,64;;;;;;-;0 kg;;
KOIM81885062L;0440000098360;65081;Kabat;LWG-02 IMP KLOCKOWA;;rolnicze małe;OPONA 18X8.50-8 LWG-02 IMP KLOCKOWA 6PR TL Kabat;18X8.50;;8;;;6PR;;;;2;2;136,51;136,51;;;;;;-;0;;
KOIM81885062T;5901765100439;44240;Kabat;LWG-02 IMP KLOCKOWA;;rolnicze małe;OPONA 18X8.50-8 LWG-02 IMP KLOCKOWA 6PR TT Kabat;18X8.50;;8;;;6PR;;;;8;8;138,14;138,14;;;;;;-;0;;
KOIM840041T;5901765100002;25498;Kabat;IMP-01;;rolnicze;OPONA 4.00-8 IMP-01 4PR TT Kabat;4.00;;8;;;4PR;;;;20;20;56,88;47,78;;;;;;-;0;;
KOIM840061T;5901765100224;29920;Kabat;IMP-01;;rolnicze;OPONA 4.00-8 IMP-01 6PR TT Kabat;4.00;;8;;;6PR;;;;5;5;61,76;51,88;;;;;;-;0;;
KOIM950041T;5901765100125;28187;Kabat;IMP-02;;rolnicze;OPONA 5.00-9 IMP-02 4PR TT Kabat;5.00;;9;;;4PR;;;;5;5;159,26;133,78;;;;;;-;0;;
KOSG2814981T;0440000010584;41249;Kabat;SGP-03 SUPRA GRIP;;rolnicze;OPONA 14.9-28 SGP-03 SUPRA GRIP 8PR TT Kabat;14.9;;28;;;8PR;;;;1;1;1194,49;1003,37;;;;;;-;0;;
KOSR1660061T;5901765100064;49719;Kabat;SRF-01 SUPRA RIB;;rolnicze;OPONA 6.00-16 SRF-01 SUPRA RIB 6PR TT Kabat;6.00;;16;;;6PR;;;;2;2;209,64;176,10;;;;;;-;0;;
KOSR1660082T;5901765100705;89653;Kabat;SRF-03 SUPRA RIB;;rolnicze;OPONA 6.00-16 SRF-03 SUPRA RIB 8PR TT Kabat;6.00;;16;;;8PR;;;;2;2;251,90;211,60;;;;;;-;0;;
MIWD150315705L080;0440000127626;93861;Mitas;FL-08;;przemysłowe;OPONA 300-15 (315/70-15) FL-08 22PR TT Mitas;300;;15;;;22PR;;315/70-15;;15;15;1597,00;1054,02;;;;;;-;40 kg;;
P717108318;0440000099589;61880;Mitas;FL-08;;przemysłowe;OPONA 4.00-8 FL-08 8PR TT Mitas;4.00;;8;;;8PR;;;;2;2;281,00;185,46;;;;;;-;0;;
P727128318;0440000000264;61888;Mitas;FL-08;;przemysłowe;OPONA 6.00-9 FL-08 12PR TT Mitas;6.00;;9;;;12PR;;;;1;1;421,00;277,86;;;;;;-;0;;
P733148318;0440000000240;61893;Mitas;FL-08;;przemysłowe;OPONA 6.50-10 FL-08 14PR TT Mitas;6.50;;10;;;14PR;;;;20;20;485,00;320,10;;;;;;-;0;;
P758168318;0440000000141;61905;Mitas;FL-08;;przemysłowe;OPONA 7.50-15 FL-08 16PR TT Mitas;7.50;;15;;;16PR;;;;7;7;1047,00;691,02;;;;;;-;0;;
P845168318;0440000000219;61884;Mitas;FL-08;;przemysłowe;OPONA 16X6-8 (150/75-8) FL-08 16PR TT Mitas;16X6;;8;;;16PR;;150/75-8;;7;7;354,00;233,64;;;;;;-;0;;
P848168318;0440000000202;61886;Mitas;FL-08;;przemysłowe;OPONA 18X7-8 (180/70-8) FL-08 16PR TT Mitas;18X7;;8;;;16PR;;180/70-8;;20;20;396,00;261,36;;;;;;-;0;;
P854168318;0440000000165;61890;Mitas;FL-08;;przemysłowe;OPONA 21X8-9 (200/75-9) FL-08 16PR TT Mitas;21X8;;9;;;16PR;;200/75-9;;11;11;548,00;361,68;;;;;;-;0;;
P861208318;0440000000486;61894;Mitas;FL-08;;przemysłowe;OPONA 23X9-10 (225/75-10) FL-08 20PR TT Mitas;23X9;;10;;;20PR;;225/75-10;;10;10;730,00;481,80;;;;;;-;0;;
P884208318;0440000000349;61903;Mitas;FL-08;;przemysłowe;OPONA 250-15 (250/70-15) FL-08 20PR TT Mitas;250;;15;;;20PR;;250/70-15;;5;5;1092,00;720,72;;;;;;-;0;;
PAR1405;4792290023550;67476;Globestar;GRI GREEN XLR 65;;rolnicze;OPONA 600/65R28 GRI GREEN XLR 65 154D/157A8 TL Globestar;600;65;28;D;A8;154;157;;;1;1;3400,00;2380,00;;;;;;R;0 kg;;
S10166415113;0440000109646;86280;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 16X6-8 GLOBE WIDE-TREAD /4.33 STD Globestar;16X6;;8;;;;;;;3;3;450,00;315,00;;;;;;-;0;;
S10166415223;0440000108793;86273;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 16X6-8 GLOBE WIDE-TREAD /4.33 CLIP Clean Globestar;16X6;;8;;;;;;;1;1;650,00;455,00;;;;;;-;0;;
T445337;6419440453378;8056;Nokian;TRI2;;rolnicze;OPONA 440/80R28 TRI2 156/151A8 TL Nokian;440;80;28;;A8;156;151;;;2;2;8000,00;5200,00;;;;;;R;112 kg;;
T445338;0440000093181;79570;Nokian;TRI2;;przemysłowe;OPONA 540/80R38 TRI2 172/167A8 Nokian;540;80;38;;A8;172;167;;;1;1;9500,00;6175,00;;;;;2019;R;203 kg;;
T445372;0440000088453;904;Nokian;TRI2;;przemysłowe;OPONA 15.5/80R24 (400/80R24) TRI2 149/144A8 Nokian;15.5;80;24;;A8;149;144;400/80R24;;4;4;5600,00;3640,00;;;;;;R;87,5 kg;;
T445385;0440000079994;43094;Nokian;TRI 2;;rolnicze;OPONA 16.9R24 (440/80R24) TRI 2 154A8/149D TL Nokian;16.9;;24;A8;D;154;149;440/80R24;;4;4;5200,00;3380,00;;;;;;R;0;;
T445415;0440000064433;8259;Nokian;TR MULTIPLUS;;leśne;OPONA 650/65R38 TR MULTIPLUS 164A8/160B Nokian;650;65;38;A8;B;164;160;;;1;1;15000,00;9750,00;;;;;;R;0;;
T445496;0440000055936;71564;Nokian;COUNTRY KING;;rolnicze;OPONA 710/45R22.5 COUNTRY KING 165D TL Nokian;710;45;22.5;D;;165;;;;2;2;6800,00;4420,00;;;;;;R;0 kg;;
T445622;6419440228716;36168;Nokian;NORDMAN FOREST TRS L-2;;leśne;OPONA 600/50-22.5 NORDMAN FOREST TRS L-2 16PR TT Nokian;600;50;22.5;;;16PR;;;;1;1;8400,00;5460,00;;;;;;-;0;;
T445626;0440000095383;80422;Nokian;CT;;rolnicze;OPONA 560/60R22.5 CT 165D TL Nokian;560;60;22.5;D;;165;;;;1;1;8000,00;5200,00;;;;;;R;0 kg;;
T445725;6419440427362;68456;Nokian;GROUND KING;;rolnicze;OPONA 710/70R42 GROUND KING 179D/175E TL Nokian;710;70;42;D;E;179;175;;;1;1;21000,00;13650,00;;;;;;R;0 kg;;
T445729;0440000092955;79467;Nokian;GROUND KING;;rolnicze;OPONA 600/65R34 GROUND KING 163D/159E TL Nokian;600;65;34;D;E;163;159;;;2;2;12100,00;7865,00;;;;;;R;0 kg;;
T484390;6419440843902;2980;Nokian;TR FS FOREST;;leśne;OPONA 16.9-34 (420/85-34) TR FS FOREST 14PRA8/146A8 Nokian;16.9;;34;A8;A8;14PR;146;420/85-34;;2;2;6600,00;4290,00;;;;;;-;0;;
T484420;6419440844206;760;Nokian;TR FS FOREST;;leśne;OPONA 18.4-34 (460/85-34) TR FS FOREST 14PR/154A8 TT Nokian;18.4;;34;;A8;14PR;154;460/85-34;;4;4;8400,00;5460,00;;;;;;-;0;;
T485430;6419440854304;2611;Nokian;TR FOREST;;leśne;OPONA 18.4-38 (460/85-38) TR FOREST 14PR/155A8 Nokian;18.4;;38;;A8;14PR;155;460/85-38;;7;7;8400,00;5460,00;;;;;;-;0;;
T675035;6419440169521;78022;Nokian;HAKKA TRUCK DRIVE;;ciężarowe;OPONA 315/80R22.5 HAKKA TRUCK DRIVE 154/150M 3PMSF DRIVE Nokian (D,C,B,74dB);315;80;22.5;;M;154;150;;;6;6;2110,00;1350,40;D;C;B;74dB;;R;70,9 kg;;
T675219;6419440247779;64596;Nokian;E-TRUCK STEER;;ciężarowe;OPONA 315/80R22.5 E-TRUCK STEER 156/150L 3PMSF M+S FRONT Nokian (C,A,1,69dB);315;80;22.5;L;;156/150;;;;1;1;2010,00;1326,60;C;A;1;69dB;;R;68 kg;;
T675220;0440000011741;67724;Nokian;HAKKA TRUCK STEER;;ciężarowe;OPONA 315/70R22.5 HAKKA TRUCK STEER 156/150L 3PMSF M+S FRONT Nokian (C,B,1,70dB);315;70;22.5;L;;156/150;;;;2;2;2220,00;1420,80;C;B;1;70dB;;R;64,8 kg;;
T675254;6419440413501;68519;Nokian;E-TRUCK TRAILER;;ciężarowe;OPONA 215/75R17.5 E-TRUCK TRAILER 135/133J 3PMSF M+S TRAILER Nokian (D,B,1,69dB);215;75;17.5;J;;135/133;;;;1;1;1050,00;714,00;D;B;1;69dB;;R;28,5 kg;;
T675266;0440000083205;71551;Nokian;HAKKA TRUCK;;ciężarowe;OPONA 385/65R22.5 HAKKA TRUCK 160K 3PMSF M+S TRAILER Nokian (B,C,A,67dB);385;65;22.5;K;;160;;;;2;2;2000,00;1300,00;B;C;A;67dB;;R;74 kg;;
T675267;0440000075415;73268;Nokian;HAKKA TRUCK TRAILER;;ciężarowe;OPONA 385/55R22.5 HAKKA TRUCK TRAILER 160K 3PMSF M+S TRAILER Nokian (B,C,A,69dB);385;55;22.5;K;;160;;;;1;1;2000,00;1400,00;B;C;A;69dB;;R;72 kg;;
T675280;0440000077600;74642;Nokian;E-TRUCK DRIVE;wielosezonowe;ciężarowe;OPONA 315/80R22.5 E-TRUCK DRIVE 154/150M 3PMSF DRIVE Nokian (D,C,B,76dB);315;80;22.5;;M;154;150;;;4;4;2000,00;1320,00;D;C;B;76dB;;R;73 kg;;
ULT00001;4792290031159;29643;Globestar;ULTIMATE XT;;przemysłowe;OPONA 5.00-8 ULTIMATE XT /3.00 STD Globestar;5.00;;8;;;;;;;8;8;490,00;343,00;;;;;;-;0;;
