id;ean;producent;bieznik;rozmiar;nosnosc;predkosc;tl/tt;płotna;cena;magazyn;waga;kategoria;sezon 
106541;8903094031443;BKT;FLOT 648;385/65-22.5;148/144;A8/B;TL;18;1400;0;57;inne;wielosezonowe 
106545;8903094006816;BKT;FL 252;5.00-8;;;TT;8;145;0;;przemysłowe;wielosezonowe 
106547;8903094020928;BKT;TF 9090;6.00-16;88/80;A6/A8;TT;6;198;1;10;rolnicze;wielosezonowe 
106548;8903094021086;BKT;TF 9090;7.50-16;98/90;A6/A8;TT;6;285;2;15;rolnicze;wielosezonowe 
106549;;BKT;TF 9090;7.50-20;109/101;A6/A8;TT;8;400;0;18.6;rolnicze;wielosezonowe 
106550;;BKT;TR 135;12.4-24;121/118;A6/A8;TT;8;885;0;40;rolnicze;wielosezonowe 
106551;8903094003457;BKT;TR 135;14.9-24;128/124;A6/A8;TT;8;1150;0;55;rolnicze;wielosezonowe 
106552;;BKT;TR 135;18.4-30;149;A6;TT;12;2100;0;97;rolnicze;wielosezonowe 
106553;8903094003235;BKT;TR 135;12.4-32;124/121;A6/A8;TT;8;1250;0;49;rolnicze;wielosezonowe 
106554;;BKT;TR 135;13.6-36;131;A6;TT;8;1530;1;65;rolnicze;wielosezonowe 
106555;;BKT;TR 135;13.6-38;131/127;A6/A8;TT;8;1600;1;68;inne;wielosezonowe 
106556;8903094003075;BKT;TR 135;11.2-28;118/114;A6/A8;TT;8;880;2;36;rolnicze;wielosezonowe 
106557;8903094003198;BKT;TR 135;12.4-28;123/120;A6/A8;TT;8;950;2;45;rolnicze;wielosezonowe 
106558;8903094003501;BKT;TR 135;14.9-28;130;A6;TT;8;1214;2;63;rolnicze;wielosezonowe 
106559;8903094006878;BKT;PT - HD;6.50-10;;;TT;10;320;0;15;przemysłowe;wielosezonowe 
106560;8903094009367;BKT;AW 702;11.5/80-15.3;131;A8;TL;10;420;0;21;rolnicze;wielosezonowe 
106561;;BKT;TR 135;16.9-34;139/135;A6/A8;TT;8;2000;0;95;rolnicze;wielosezonowe 
106562;;BKT;TR 135;11.2-24;116/112;A6/A8;TT;8;790;0;32;rolnicze;wielosezonowe 
106563;8903094002689;BKT;AS 2001;16.9-28;135;A6;TT;8;1750;0;81;rolnicze;wielosezonowe 
106564;8903094007806;BKT;PT - HD;6.00-9;;;TT;10;270;0;12;przemysłowe;wielosezonowe 
106565;8903094007219;BKT;PL 801;7.00-12;;;TT;14;375;0;17;przemysłowe;wielosezonowe 
106566;8903094007790;BKT;PT - HD;5.00-8;;;TT;10;167;0;;przemysłowe;wielosezonowe 
106567;8903094020584;BKT;TF 8181;6.00-16;88/80;A6/A8;TT;6;220;0;10;rolnicze;wielosezonowe 
106568;8903094020614;BKT;TF 8181;6.50-16;91/83;A6/A8;TT;6;242;1;11.5;rolnicze;wielosezonowe 
106569;8903094021024;BKT;TF 9090;6.50-16;91/83;A6/A8;TT;6;215;0;11;rolnicze;wielosezonowe 
106570;8903094020645;BKT;TF 8181;7.50-16;98/90;A6/A8;TT;6;300;0;15;rolnicze;wielosezonowe 
106571;;BKT;TF 9090;9.00-16;115/108;A6/A8;TT;10;445;0;24;rolnicze;wielosezonowe 
106572;;BKT;TF 8181;7.50-20;103/96;A6/A8;TT;6;390;0;18;rolnicze;wielosezonowe 
106573;8903094003570;BKT;TR 135;16.9-24;133/129;A6/A8;TT;8;1500;1;68;rolnicze;wielosezonowe 
106574;8903094002795;BKT;AS 2001;18.4-26;146;A6;TT;12;2000;1;89;rolnicze;wielosezonowe 
106575;8903094004027;BKT;TR 135;23.1-26;153/149A8;A6/;TL;12;3690;1;153;rolnicze;wielosezonowe 
106576;;BKT;TR 135;16.9-30;137/133;A6/A8;TT;8;1820;2;79;rolnicze;wielosezonowe 
106578;8903094003860;BKT;TR 135;18.4-34;146/143;A6/A8;TT;10;2520;1;102;rolnicze;wielosezonowe 
106579;8903094003266;BKT;TR 135;12.4-36;126;A6;TT;8;1320;1;55;rolnicze;wielosezonowe 
106580;;BKT;TR 135;16.9-38;141;A6;TT;8;2200;1;102;rolnicze;wielosezonowe 
106581;8903094003938;BKT;TR 135;18.4-38;153/149;A6/A8;TT;12;2960;1;116;rolnicze;wielosezonowe 
106582;8903094038237;BKT;MP 567;12.5-20;132;G;TL;12;1285;0;47;rolnicze;wielosezonowe 
106583;8903094015252;BKT;MP 570;14.5-20;139;D;TL;12;1400;1;58;przemysłowe;wielosezonowe 
106584;8903094006977;BKT;PL 801;18X7-8;;;TT;16;195;1;9;przemysłowe;wielosezonowe 
106585;8903094007691;BKT;PT - HD;18X7-8;;;TT;16;245;1;10;przemysłowe;wielosezonowe 
106586;8903094007745;BKT;PT - HD;250-15;;;TT;20;820;0;35;przemysłowe;wielosezonowe 
106587;;BKT;AS 504;7.50-20;116;A8;TT;8;367;1;16;rolnicze;wielosezonowe 
106588;8903094007844;BKT;PT - HD;8.15-15;154;A5;TT;14;640;1;27;przemysłowe;wielosezonowe 
106589;;BKT;AW 702;11.5/80-15.3;139;A8;TL;14;455;0;22;rolnicze;wielosezonowe 
106591;8903094027842;BKT;PL 801;21X8-9;;;TT;14;320;1;13.5;przemysłowe;wielosezonowe 
106592;8903094007301;BKT;PT - HD;8.25-15;;;TT;14;855;1;37;przemysłowe;wielosezonowe 
106593;;BKT;PT - HD;300-15;;;TT;20;1205;1;51;przemysłowe;wielosezonowe 
106594;8903094007820;BKT;PT - HD;7.00-12;;;TT;14;420;0;20.5;przemysłowe;wielosezonowe 
106595;8903094018567;BKT;AS 504;10.0/75-15.3;123;A8;TL;10;430;0;21;rolnicze;wielosezonowe 
106596;;BKT;AW 705;15.0/70-18;148A8;;TL;14;990;1;43;rolnicze;wielosezonowe 
106597;8903094027408;BKT;AW 705;16.0/70-20;151;A8;TL;12;1090;1;47;rolnicze;wielosezonowe 
106598;;BKT;AS 504;5.00-15;88;A8;TT;6;147;2;6;rolnicze;wielosezonowe 
106599;;BKT;TR 135;13.6-28;125/122;A6/A8;TT;8;1220;1;54;rolnicze;wielosezonowe 
106600;8903094004669;BKT;TR 135;9.5-24;112/108;A6/A8;TT;8;610;0;26.5;rolnicze;wielosezonowe 
106601;8903094021550;BKT;AGRIMAX RT 855;12.4R24;122/122;A8/B;TL;;1400;0;54;rolnicze;wielosezonowe 
106602;8903094021574;BKT;AGRIMAX RT 855;12.4R28;124/124;A8/B;TL;;1580;0;60;rolnicze;wielosezonowe 
106603;8903094021581;BKT;AGRIMAX RT 855;13.6R24;125/125;A8/B;TL;;1500;0;62;rolnicze;wielosezonowe 
106604;8903094021611;BKT;AGRIMAX RT 855;13.6R28;127/127;A8/B;TL;;1800;1;69;rolnicze;wielosezonowe 
106605;8903094021581;BKT;AGRIMAX RT 855;13.6R24;125/125;A8/B;TL;;1800;0;62;rolnicze;wielosezonowe 
106606;8903094021666;BKT;AGRIMAX RT 855;14.9R28;133/133;A8/B;TL;;1910;0;84;rolnicze;wielosezonowe 
106607;8903094021710;BKT;AGRIMAX RT 855;16.9R28;139/139;A8/B;TL;;2400;0;104;rolnicze;wielosezonowe 
106608;8903094021734;BKT;AGRIMAX RT 855;16.9R30;140/140;A8/B;TL;;2620;0;107.5;rolnicze;wielosezonowe 
106609;;BKT;AGRIMAX RT 855;16.9R34;142/142;A8/B;TL;;2960;0;118;rolnicze;wielosezonowe 
106610;8903094021758;BKT;AGRIMAX RT 855;16.9R38;144/144;A8/B;TL;;3550;0;127;rolnicze;wielosezonowe 
106611;;BKT;AGRIMAX RT 855;18.4R34;147/147;A8/B;TL;;3300;0;136;inne;wielosezonowe 
106612;8903094021789;BKT;AGRIMAX RT 855;18.4R38;149/149;A8/B;TL;;3760;0;149;rolnicze;wielosezonowe 
106613;8903094019168;BKT;AS 504;6.00-16;98;A8;TT;;230;2;9.5;rolnicze;wielosezonowe 
106614;8903094019328;BKT;AS 504;7.50-16;112;A8;TT;;296;0;13;inne;wielosezonowe 
106615;8903094004584;BKT;TR 135;8.3-24;100/96;A6/A8;TT;6;520;1;20;rolnicze;wielosezonowe 
106616;;BKT;TR 135;13.6-24;123/120;A6/A8;TT;8;1090;1;48;rolnicze;wielosezonowe 
106617;8903094004614;BKT;TR 135;8.3-28;103/99;A6/A8;TT;6;575;0;23;rolnicze;wielosezonowe 
106618;8903094016556;BKT;TR 459;16.9-28;152A8;;TT;12;2180;0;92;przemysłowe;wielosezonowe 
106619;8903094019595;BKT;AT 603;12.5/80-18;148/142;A6/A6;TL;12;796.05;1;41.5;przemysłowe;wielosezonowe 
106620;8903094009671;BKT;AW 702;12.5/80-18;145;A8;TL;14;810;1;34;rolnicze;wielosezonowe 
106621;8903094038305;BKT;MP 567;16.0/70-20;145;G;TL;14;1680;0;66;rolnicze;wielosezonowe 
106622;;BKT;SP SK;10-16.5;134;A2;TL;10;490;0;22;przemysłowe;wielosezonowe 
106623;8903094055746;BKT;SP SK;12-16.5;144;A2;TL;12;715;1;32;przemysłowe;wielosezonowe 
106624;8903094021536;BKT;AGRIMAX RT 855;280/85R24;115/115;A8/B;TL;;1100;0;43;rolnicze;wielosezonowe 
106625;8903094006236;BKT;V LINE;550/60-22.5;167/163;A8/B;TL;16;2080;0;88.5;rolnicze;wielosezonowe 
106626;8903094016624;BKT;TR 459;18.4-26;156;A8;TL;12;2369;1;106;przemysłowe;wielosezonowe 
106628;8903094000555;BKT;AT 108;20X7-8;23;J;TL;4;205;2;4.5;quad;wielosezonowe 
106629;;BKT;AT 108;22X11.00-8;43;J;TL;4;280;0;10;quad;wielosezonowe 
106630;;BKT;AT 108;22X10-9;39;J;TL;4;315;0;8.5;quad;wielosezonowe 
106631;;BKT;AT 108;;;;;;320;0;;quad;wielosezonowe 
106632;;BKT;AT 108;24X11-10;47;J;TL;4;355;0;10;quad;wielosezonowe 
106633;8903094000272;BKT;AT 108;22X7-11;27;F;TL;4;235;1;6.5;quad;wielosezonowe 
106634;8903094000333;BKT;AT 108;23X8.00-11;33;F;TL;4;245;2;5.94;quad;wielosezonowe 
106635;;BKT;AT 108;;;;;;320;0;;quad;wielosezonowe 
106636;8903094000630;BKT;AT 108;25X8-12;43;J;TL;6;300;1;8.4;quad;wielosezonowe 
106637;;BKT;AT 108;25X10.00-12;50;J;TL;6;360;0;10;quad;wielosezonowe 
106638;;BKT;AT 111;;;;;;290;0;;quad;wielosezonowe 
106639;;BKT;AT 111;;;;;;330;0;;quad;wielosezonowe 
106640;8903094026876;BKT;AT 111;20X11-9;43;J;TL;6;315;1;8;quad;wielosezonowe 
106641;8903094026913;BKT;AT 111;20X11-10;42;J;TL;6;300;1;8;quad;wielosezonowe 
106642;;BKT;AT 111;21X7-10;30;J;TL;6;230;0;6;inne;wielosezonowe 
106643;8903094026913;BKT;AT 111;22X7.00-10;33;J;TL;6;255;2;6;quad;wielosezonowe 
106644;8903094001101;BKT;AT 111;22X8.00-10;;;TL;6;279;2;6;quad;wielosezonowe 
106645;;BKT;AT 109;16X8-7;5;F;TL;2;117;0;2.8;quad;wielosezonowe 
106646;8903094000692;BKT;AT 109;20X7-8;28;F;TL;2;190;2;4.3;quad;wielosezonowe 
106647;;BKT;AT 109;;;;;;202;0;;quad;wielosezonowe 
106648;;BKT;AT 110;;;;;;230;0;;quad;wielosezonowe 
106649;8903094007349;BKT;PL 801;7.00-15;;;TT;12;415;1;18;przemysłowe;wielosezonowe 
106650;;BKT;AT 110;21X7.00-10;;;TL;4;228;0;5.4;quad;wielosezonowe 
106651;;BKT;AT 110;;;;;;289;1;;quad;wielosezonowe 
106652;;BKT;W 207;22X11-8;48;J;TL;6;314;0;10;quad;wielosezonowe 
106653;;BKT;AT 111;;;;;;340;1;;inne;wielosezonowe 
106654;;BKT;W 207;22X8-10;36;J;TL;6;278;0;7.7;quad;wielosezonowe 
106655;8903094001767;BKT;W 207;24X11-10;52;J;TL;6;375;0;11;quad;wielosezonowe 
106656;8903094001774;BKT;W 207;25X10.00-12;;;TL;6;360;0;11;quad;wielosezonowe 
106657;8903094001781;BKT;W 207;25X8-12;43;J;TL;6;310;0;9;quad;wielosezonowe 
106658;8903094001774;BKT;W 207;25X10-12;50;J;TL;6;369;0;11;quad;wielosezonowe 
106659;8903094006359;BKT;FLOT 648;500/60-22.5;151/148;A8/B;TL;16;2190;0;79;inne;wielosezonowe 
106660;8903094036912;BKT;AGRIMAX RT 855;320/85R32;126/126;A8/B;TL;;1790;1;67.5;rolnicze;wielosezonowe 
106661;8903094021628;BKT;AGRIMAX RT 855;320/85R36;128/128;A8/B;TL;;1950;0;75;rolnicze;wielosezonowe 
106662;8903094062171;BKT;AGRIMAX RT 765;420/70R28;133/133;A8/B;TL;;2470;0;89;rolnicze;wielosezonowe 
106663;8903094021543;BKT;AGRIMAX RT 855;280/85R28;118/118;A8/B;TL;;1220;0;49;rolnicze;wielosezonowe 
106664;8903094021642;BKT;AGRIMAX RT 855;340/85R36;132/132;A8/B;TL;;2475;0;85;rolnicze;wielosezonowe 
106665;8903094063055;BKT;AGRIMAX RT 765;380/70R28;127/127;A8/B;TL;;2100;1;74;rolnicze;wielosezonowe 
106666;;BKT;AGRIMAX RT 765;420/70R24;130/130;A8/B;TL;;2170;1;81;rolnicze;wielosezonowe 
106667;8903094062195;BKT;AGRIMAX RT 765;480/70R24;138/138;A8/B;TL;;2760;1;100;rolnicze;wielosezonowe 
106668;8903094062201;BKT;AGRIMAX RT 765;480/70R28;140/140;A8/B;TL;;2890;1;111;rolnicze;wielosezonowe 
106669;8903094062218;BKT;AGRIMAX RT 765;480/70R30;141/141;A8/B;TL;;3000;1;116;rolnicze;wielosezonowe 
106670;8903094062225;BKT;AGRIMAX RT 765;480/70R34;149/149;A8/B;TL;;3450;0;130;rolnicze;wielosezonowe 
106671;8903094063086;BKT;AGRIMAX RT 765;480/70R38;145/145;A8/B;TL;;3600;1;140;rolnicze;wielosezonowe 
106672;8903094063079;BKT;AGRIMAX RT 765;520/70R34;148/148;A8/B;TL;;4200;0;152;rolnicze;wielosezonowe 
106673;8903094062232;BKT;AGRIMAX RT 765;520/70R38;150/150;A8/B;TL;;4395;0;167;rolnicze;wielosezonowe 
106674;;BKT;AGRIMAX RT 855;460/85R30;145/145;A8/B;TL;;3000;1;130;rolnicze;wielosezonowe 
106675;8903094010387;BKT;AW 708;500/50-17;157;A8;TL;18;1410;2;56;rolnicze;wielosezonowe 
106676;;BKT;TR 135;;;;;;321;0;;rolnicze;wielosezonowe 
106677;8903094009930;BKT;AW 705;14.0/65-16;142;A8;TL;14;650;0;29;rolnicze;wielosezonowe 
106678;8903094020638;BKT;TF 8181;6.50-20;97/89;A6/A8;TT;6;330;1;14;rolnicze;wielosezonowe 
106679;8903094006427;BKT;FLOT 648;600/55-22.5;169/166;A8/B;TL;16;2930;0;110;inne;wielosezonowe 
106680;;BKT;AW 702;12.5/80-15.3;142;A8;TL;14;461;0;28.5;rolnicze;wielosezonowe 
106682;8903094003549;BKT;TR 135;15.5-38;133;A6;TT;8;1780;2;77;rolnicze;wielosezonowe 
106684;;BKT;AW 702;10.5/65-16;130;A8;TL;14;370;2;18;rolnicze;wielosezonowe 
106685;;BKT;AW 909;15.0/55-17;141;A8;TL;14;610;0;25.5;rolnicze;wielosezonowe 
106686;8903094009329;BKT;AW 702;10.5/80-18;131;A8;TL;10;590;1;24;rolnicze;wielosezonowe 
106687;;BKT;AW 702;13.0/65-18;144;A8;TL;16;805;1;33;rolnicze;wielosezonowe 
106688;8903094014644;BKT;TRAC GRADER+;14.00-24;153;A8;TL;16;2110;1;80;przemysłowe;wielosezonowe 
106689;8903094016815;BKT;RT 747;460/70R24(17.5L;152/149;A8/B;TL;;2950;0;95;rolnicze;wielosezonowe 
106690;8903094063017;BKT;AGRIMAX RT 765;360/70R24;122/122;A8/B;TL;;1640;1;61;rolnicze;wielosezonowe 
106691;8903094063048;BKT;AGRIMAX RT 765;360/70R28;125/125;A8/B;TL;;1840;1;69;rolnicze;wielosezonowe 
106692;8903094062607;BKT;AGRIMAX RT 765;380/70R24;125/125;A8/B;TL;;1960;1;65.5;rolnicze;wielosezonowe 
106693;8903094021796;BKT;AGRIMAX RT 855;480/80R42;151/151;A8/B;TL;;4950;1;174;rolnicze;wielosezonowe 
106694;8903094021802;BKT;AGRIMAX RT 855;520/85R38;155/155;A8/B;TL;;4830;1;195;rolnicze;wielosezonowe 
106695;8903094062249;BKT;AGRIMAX RT 765 E;580/70R38;155/155;A8/B;TL;;5590;1;208;rolnicze;wielosezonowe 
106696;8903094006526;BKT;FLOT 648;700/50-26.5;174/170;A8/B;TL;16;4670;2;138;inne;wielosezonowe 
106697;8903094021673;BKT;AGRIMAX RT 855;340/85R38;133/133;A8/B;TL;;2410;0;91;rolnicze;wielosezonowe 
106698;8903094012954;BKT;LG RIB;15X6.00-6;57/61;A6/A3;TL;4;79;2;2.2;rolnicze;wielosezonowe 
106700;8903094004089;BKT;TR 135;8.3-36;107/104;A6/A8;TT;6;740;0;30;rolnicze;wielosezonowe 
106701;8903094019465;BKT;AS 505;6.5/80-15;104;A8;TL;8;250;1;10.5;rolnicze;wielosezonowe 
106702;8903094018758;BKT;AS 504;11.5/80-15.3;139;A8;TT;14;575;0;28;rolnicze;wielosezonowe 
106703;8903094019755;BKT;AW 702;7.00-12;98;A8;TL;6;208;1;10;rolnicze;wielosezonowe 
106704;8903094010202;BKT;AW 705;16.0/70-20;154;A8;TT;14;1100;0;44;rolnicze;wielosezonowe 
106705;8903094003952;BKT;TR 135;20.8-38;156/152;A6/A8;TT;12;3930;1;155;rolnicze;wielosezonowe 
106706;;BKT;TR 135;8.3-32;105/101;A6/A8;TT;6;650;2;25.5;rolnicze;wielosezonowe 
106707;;BKT;TF 8181;5.00-15;82/74;A6/A8;TT;6;152;0;6.5;rolnicze;wielosezonowe 
106708;;BKT;TR 135;23.1-30;155/151;A6/A8;TT;12;3940;0;156;rolnicze;wielosezonowe 
106709;8903094007714;BKT;MP 567;10.0/75-15.3;134/130;A6/A8;TL;14;530;0;22;rolnicze;wielosezonowe 
106710;8903094055746;BKT;SP HD;12-16.5;;;TL;12;815;1;35.6;przemysłowe;wielosezonowe 
106711;8903094018789;BKT;AS 504;12.5/80-18;142;A8;TL;12;800;0;41.3;rolnicze;wielosezonowe 
106712;;BKT;LG 307;20X12.00-10;87;A6;TL;4;195;0;7.5;rolnicze;wielosezonowe 
106713;8903094007080;BKT;PL 801;300-15;;;TT;18;1070;1;43;przemysłowe;wielosezonowe 
106714;8903094057597;BKT;MP 567;11.5/80-15.3;139;A8;TL;14;650;0;29;rolnicze;wielosezonowe 
106715;8903094020973;BKT;TF 9090;6.00-19;93/85;A6/A8;TT;6;208;1;10.2;rolnicze;wielosezonowe 
106716;8903094012954;BKT;LG RIB;16X6.50-8;;;TL;4;102;2;3;rolnicze;wielosezonowe 
106717;8903094012367;BKT;LG 306;16X6.50-8;68;A6;TL;6;99;0;3.2;rolnicze;wielosezonowe 
106718;8903094013043;BKT;LG SMOOTH;20X10.00-10;;;TL;6;210;1;5.8;rolnicze;wielosezonowe 
106719;8903094012602;BKT;LG 306;23X8.50-12;89;A6;TL;6;230;1;7.9;rolnicze;wielosezonowe 
106720;8903094012558;BKT;LG 306;23X10.50-12;102;A6;TL;8;270;2;10;rolnicze;wielosezonowe 
106721;8903094021949;BKT;AGRIMAX RT 765;360/70R20;129A8/129B;/;TL;;1530;0;53;rolnicze;wielosezonowe 
106722;8903094016617;BKT;TR 459;18.4-24;155;A8;TL;12;2350;1;96;przemysłowe;wielosezonowe 
106723;8903094016495;BKT;TR 459;16.9-24;149;A8;TL;12;1890;0;81;przemysłowe;wielosezonowe 
106724;8903094012381;BKT;LG 306;18X9.50-8;87;A6;TL;6;158;2;5.7;inne;wielosezonowe 
106725;8903094018628;BKT;AS 504;10.5/80-18;131;A8;TL;10;560;0;31;rolnicze;wielosezonowe 
106726;8903094019526;BKT;AT 603;10.5/80-18;131;A8;TL;10;570;0;31;przemysłowe;wielosezonowe 
106727;8903094018727;BKT;AS 504;11.5/80-15.3;135;A8;TL;12;585;0;30;rolnicze;wielosezonowe 
106728;8903094018895;BKT;AS 504;15.0/55-17;141;A8;TL;14;860;0;33.5;rolnicze;wielosezonowe 
106729;8903094018987;BKT;AS 504;15.5/80-24;148/148;A8/B;TL;14;1645;0;68.5;rolnicze;wielosezonowe 
106730;8903094019113;BKT;AS 504;16.5/85-24;168;A8;TL;16;1850;0;84;rolnicze;wielosezonowe 
106731;8903094019069;BKT;AS 504;16.0/70-20;154;A8;TL;14;1290;0;65.5;rolnicze;wielosezonowe 
106732;8903094012381;BKT;LG 306;18X8.50-8;78;A6;TL;6;145;0;5;przemysłowe;wielosezonowe 
106733;8903094064465;BKT;AS 504;19.0/45-17;144;A8;TL;14;1100;1;41;rolnicze;wielosezonowe 
106734;;BKT;LG 306;20X10.00-10;90/94;A6/A3;TL;6;200;0;7;inne;wielosezonowe 
106735;8903094012459;BKT;LG 306;20X10.00-8;90;A6;TL;6;190;2;6.2;inne;wielosezonowe 
106736;;BKT;LG 408;24X13.00-12;107;A6;TL;6;450;0;12.5;inne;wielosezonowe 
106737;8903094007066;BKT;PL 801;250-15;;;TT;;805;1;32;przemysłowe;wielosezonowe 
106738;8903094012893;BKT;LG 408;26,5X14.00-12;113;A6;TL;6;590;1;15;inne;wielosezonowe 
106739;8903094012671;BKT;LG 306;26X12.00-12;112;A6;TL;8;435;1;16;inne;wielosezonowe 
106740;;BKT;SKID POWER HD;27X8.50-15;118;A2;TL;8;350;0;16;przemysłowe;wielosezonowe 
106741;;BKT;TR 882;400/60-15.5;145;A8;TL;14;805;0;38.5;rolnicze;wielosezonowe 
106742;8903094019205;BKT;AS 504;6.5/80-12;93;A8;TT;6;175;0;7.2;rolnicze;wielosezonowe 
106743;8903094007271;BKT;PL 801;8.15-15;;;TT;14;510;0;22.3;przemysłowe;wielosezonowe 
106744;8903094020676;BKT;TF 8181;7.50-18;106/98;A6/A8;TT;8;390;0;18;rolnicze;wielosezonowe 
106745;8903094007301;BKT;PL 801;8.25-15;;;TT;14;620;1;30.5;przemysłowe;wielosezonowe 
106746;8903094010547;BKT;AW 909;10.0/80-12;121;A8;TL;10;270;2;13;rolnicze;wielosezonowe 
106747;8903094020720;BKT;TF 9090;10.00-16;115/107;A6/A8;TT;8;460;0;24.5;rolnicze;wielosezonowe 
106748;;BKT;TF 9090;11.00-16;118/110;A6/A8;TT;8;610;1;32;rolnicze;wielosezonowe 
106749;;BKT;AW 702;13.0/55-16;133;A8;TL;14;510;0;21.5;rolnicze;wielosezonowe 
106750;8903094012336;BKT;LG 306;13X5.00-6;48;A6;TL;4;61;0;1.8;rolnicze;wielosezonowe 
106751;8903094016457;BKT;TR 459;14.9-24;145;A8;TL;12;1450;0;63;przemysłowe;wielosezonowe 
106752;8903094016648;BKT;TR 459;18.4-28;157;A8;TL;12;2300;1;108.5;przemysłowe;wielosezonowe 
106754;;BKT;AS 504;7.00-12;95;A8;TL;6;290;0;12.5;rolnicze;wielosezonowe 
106756;8903094020805;BKT;TF 9090;4.00-19;72/64;A6/A8;TL;4;117;1;6;rolnicze;wielosezonowe 
106757;;BKT;TF 8181;5.00-16;84/76;A6/A8;TT;6;160;0;7.5;rolnicze;wielosezonowe 
106758;;BKT;RIB 774B;200/60-14.5;106;A8;TT;10;325;0;12;rolnicze;wielosezonowe 
106759;8903094020577;BKT;TF 8181;5.50-16;78;A8;TT;6;175;1;8;rolnicze;wielosezonowe 
106760;8903094019366;BKT;AS 504;7.50-18;114;A8;TT;8;350;0;14.3;rolnicze;wielosezonowe 
106761;8903094054480;BKT;PORT KING IND;18.00-25;216;A2;TL;40;8000;1;404;przemysłowe;wielosezonowe 
106762;8903094006250;BKT;FLOT 558;400/55-22.5;152/148;A8/B;TL;16;1410;1;52;inne;wielosezonowe 
106763;;BKT;TRAC MASTER;31X15.50-15;116B;;TL;8;875;1;29;przemysłowe;wielosezonowe 
106764;;BKT;PL 801;6.50-10;;;TT;10;240;2;11;przemysłowe;wielosezonowe 
106765;8903094012930;BKT;LG RIB;13X5.00-6;48/53;A6/A3;TL;4;63.5;0;2;rolnicze;wielosezonowe 
106766;8903094021192;BKT;TF 9090;7.50-18;106/96;A6/A8;TT;8;340;1;17.5;rolnicze;wielosezonowe 
106767;8903094005314;BKT;EM 936;10.00-20;146B;;TT;16;990;0;48;przemysłowe;wielosezonowe 
106768;8903094005383;BKT;EM 936;8.25-20;133;B;TT;14;920;0;34;przemysłowe;wielosezonowe 
106769;8903094005406;BKT;EM 936;9.00-20;140;B;TT;14;1190;1;44;przemysłowe;wielosezonowe 
106770;8903094005345;BKT;EM 936;16.0/70-20;149;B;TL;14;1570;0;58;przemysłowe;wielosezonowe 
106771;8903094005369;BKT;EM 936;16.0/70-24;152;B;TL;14;2100;1;76;przemysłowe;wielosezonowe 
106772;8903094015375;BKT;EM 937;14.00-24;165;B;TL;24;2930;0;145;przemysłowe;wielosezonowe 
106773;;BKT;EM 937;;;;;;1000;2;;przemysłowe;wielosezonowe 
106774;;BKT;XL GRIP;17.5-25;158;B;TL;16;2632;0;129;przemysłowe;wielosezonowe 
106775;;BKT;XL GRIP;20.5-25;170;B;TL;20;3750;0;197;przemysłowe;wielosezonowe 
106776;8903094015870;BKT;XL GRIP;23.5-25;;;TL;24;7300;0;282;przemysłowe;wielosezonowe 
106777;;BKT;XL GRIP;26.5-25;188;B;TL;28;7369;0;370;przemysłowe;wielosezonowe 
106778;8903094015917;BKT;XL GRIP;29.5-25;193;B;TL;28;9211;1;453;przemysłowe;wielosezonowe 
106779;8903094015771;BKT;XL GRIP;18.00-25;;;TL;40;7000;1;292;przemysłowe;wielosezonowe 
106780;;BKT;XL GRIP;18.00-33;192;B;TL;40;7630;0;379;przemysłowe;wielosezonowe 
106782;;BKT;XL GRIP;10.00-20;;;TL;18;1285;0;62.5;przemysłowe;wielosezonowe 
106783;;BKT;XL GRIP;;;;;;800;0;;przemysłowe;wielosezonowe 
106784;8903094037872;BKT;MP 567;10.5-18;126;G;TL;10;850;0;31.5;rolnicze;wielosezonowe 
106785;8903094015290;BKT;MP 600;10.5-18;130B;;TL;10;890;1;29;inne;wielosezonowe 
106786;;BKT;MP 567;10.5-20;128;G;TL;10;1020;2;37;rolnicze;wielosezonowe 
106787;8903094038336;BKT;MP 585;10.5-20;128;G;TL;10;870;1;32;inne;wielosezonowe 
106788;8903094017645;BKT;SP HD;10-16.5;134;A2;TL;10;565;0;25.5;przemysłowe;wielosezonowe 
106789;8903094019427;BKT;AS 504;11.0/65-12;114;A8;TL;8;445;1;18;rolnicze;wielosezonowe 
106790;8903094020461;BKT;RIB F3;11L-15;110A8;;TL;10;330;2;23;inne;wielosezonowe 
106791;;BKT;INDUSTRIAL RIB F3;11L-16;112;A8;TL;10;585;0;24;rolnicze;wielosezonowe 
106792;8903094038312;BKT;MP 570;12.5-18;130;F;TL;10;1200;1;44;przemysłowe;wielosezonowe 
106793;8903094015306;BKT;MP 600;12.5-18;132;B;TL;10;1190;0;44;inne;wielosezonowe 
106794;;BKT;MP 570;12.5-20;133;F;TL;12;1250;0;50;przemysłowe;wielosezonowe 
106795;8903094038404;BKT;MP 585;12.5-20;132;G;TL;12;1200;0;47.5;inne;wielosezonowe 
106796;8903094038282;BKT;MP 567;14.5-20;136;G;TL;12;1450;1;58.5;rolnicze;wielosezonowe 
106797;8903094016594;BKT;TR 459;17.5L-24;148;A6;TL;12;1990;0;71;przemysłowe;wielosezonowe 
106798;8903094015153;BKT;MP 567;18-19.5;160;B;TL;16;1950;0;74;inne;wielosezonowe 
106799;;BKT;TR 459;19.5L-24;151;A8;TL;12;2360;1;92;przemysłowe;wielosezonowe 
106800;;BKT;TR 459;;;;;;2970;0;;przemysłowe;wielosezonowe 
