10004281;6977774054338;Turon;Opona 185 R 14 C, TrailerMove 201;8 PR, 104 / 102 N, TL, M+S;Turon;1;174,64;6,00;0,00;
10004288;6977774054383;Turon;Opona 195 / 55 R 10 C, TrailerMove 201;98 / 96 N, TL, M+S;Turon;1;146,08;10,00;0,00;
10004294;6977774054444;Turon;Opona 165 R 13 C, TrailerMove 201;8 PR, 96 / 94 N, TL, M+S;Turon;1;142,82;10,00;0,00;
10004301;8904288112085;CEAT;Opona VF 750 / 65 R 26 CFO, Torquemax;180 D, TL, Steel Belted;CEAT;1;6893,10;1,00;0,00;
10004304;6977774054475;Turon;Opona 155 / 70 R 12 C, TrailerMove 201;104 / 102 N, TL, M+S;Turon;1;117,66;9,00;0,00;
10004340;8903635069515;Alliance;Opona 30.5 L R 32, 590;181 B, TL, Steel Belted;Alliance;1;7750,24;1,00;0,00;
10004464;8904288113389;CEAT;Opona VF 320 / 90 R 50, Spraymax;169 D, TL, Steel Belted;CEAT;1;3380,62;4,00;0,00;
10004485;8903635031314;Alliance;Opona 600 / 40 - 22.5, Flotation 331;16 PR, 169 A8 / 173 A6, TL;Alliance;1;3626,00;2,00;0,00;
10004486;8903635027522;Alliance;Opona 600 / 55 - 26.5, Flotation 328;16 PR, 159 A8 / 170 A8, TL;Alliance;1;2882,29;8,00;0,00;
10004508;8903635058014;Alliance;Opona 480 / 70 - 34, Agro Forestry 670;146 A8 / 143 B, TL, R1-W, Steel Belted;Alliance;1;4588,00;4,00;0,00;
