kod producenta;symbol handlopex;producent;nazwa;szerokosc;profil;srednica;indeks pr.;indeks nosn.;ilosc;cena det.;cena hurt netto;ean;opor toczenia;przyczepnosc;halas;dot;cena fix;waga;maxDpdQty;labelNoise;labelSnow;labelIce;labelEprel;isElectric;
DET271;KADP050F10E40TR87;Kabat;DÊTKA 11 x 4.00 - 5  TR-87 S;11;;5;0;;2;31.88;20.68;;;;;;0;0.300;0;;0;0;0;0;
DET271;KADP050F10E40TR87;Kabat;DÊTKA 11 x 4.00 - 5  TR-87 S;11;;5;0;;2;31.88;20.68;;;;;;0;0.300;0;;0;0;0;0;
DET271;KADP050F10E40TR87;Kabat;DÊTKA 11 x 4.00 - 5  TR-87 S;11;;5;0;;59;31.88;20.68;;;;;;0;0.300;0;;0;0;0;0;
DET271;KADP050F10E40TR87;Kabat;DÊTKA 11 x 4.00 - 5  TR-87 S;11;;5;0;;43;31.88;20.68;;;;;;0;0.300;0;;0;0;0;0;
DET271;KADP050F10E40TR87;Kabat;DÊTKA 11 x 4.00 - 5  TR-87 S;11;;5;0;;3;31.88;20.68;;;;;;0;0.300;0;;0;0;0;0;
DET271;KADP050F10E40TR87;Kabat;DÊTKA 11 x 4.00 - 5  TR-87 S;11;;5;0;;4;31.88;20.68;;;;;;0;0.300;0;;0;0;0;0;
DET271;KADP050F10E40TR87;Kabat;DÊTKA 11 x 4.00 - 5  TR-87 S;11;;5;0;;10;31.88;20.68;;;;;;0;0.300;0;;0;0;0;0;
DET036;KADP060156000TR13;Kabat;DÊTKA 15 x 6.00 - 6  TR-13;15 x 6.00;82;6;0;;0;41.34;25.66;5901765011308;;;;;0;0.510;0;;0;0;0;0;
DET036;KADP060156000TR13;Kabat;DÊTKA 15 x 6.00 - 6  TR-13;15 x 6.00;82;6;0;;97;41.34;25.66;5901765011308;;;;;0;0.510;0;;0;0;0;0;
DET036;KADP060156000TR13;Kabat;DÊTKA 15 x 6.00 - 6  TR-13;15 x 6.00;82;6;0;;5;41.34;25.66;5901765011308;;;;;0;0.510;0;;0;0;0;0;
DET036;KADP060156000TR13;Kabat;DÊTKA 15 x 6.00 - 6  TR-13;15 x 6.00;82;6;0;;100;41.34;25.66;5901765011308;;;;;0;0.510;0;;0;0;0;0;
DET036;KADP060156000TR13;Kabat;DÊTKA 15 x 6.00 - 6  TR-13;15 x 6.00;82;6;0;;12;41.34;25.66;5901765011308;;;;;0;0.510;0;;0;0;0;0;
DET036;KADP060156000TR13;Kabat;DÊTKA 15 x 6.00 - 6  TR-13;15 x 6.00;82;6;0;;100;41.34;25.66;5901765011308;;;;;0;0.510;0;;0;0;0;0;
DET036;KADP060156000TR13;Kabat;DÊTKA 15 x 6.00 - 6  TR-13;15 x 6.00;82;6;0;;12;41.34;25.66;5901765011308;;;;;0;0.510;0;;0;0;0;0;
DET036;KADP060156000TR13;Kabat;DÊTKA 15 x 6.00 - 6  TR-13;15 x 6.00;82;6;0;;34;41.34;25.66;5901765011308;;;;;0;0.510;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;15;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;100;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;16;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;3;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;14;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;18;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;49;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;86;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;8;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;0;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;2;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;20;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;1;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;7;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;5;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;0;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET043;KADP080187000TR13;Kabat;DÊTKA 18 x 7 - 8  TR-13;18 x 7;82;8;0;;6;48.18;29.9;5901765011360;;;;;0;0.610;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;3;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;23;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;24;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;0;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;0;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;5;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;1;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;2;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;4;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;38;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET144;KADP100188105TR13;Kabat;DÊTKA 18 x 8.00/8.5/10.50 - 10  TR-13;18.5 x 8.5;100;10;A5;;0;50.92;31.26;5901765012305;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;5;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;15;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;1;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;15;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;100;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;1;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;10;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;71;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;55;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;3;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;5;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;12;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET066;KADP10020800100TR;Kabat;DÊTKA 20 x 8.00/10.00 - 10  TR-13;20x8.00;82;10;A1;;20;53.8;33.03;5901765011568;;;;;0;0.810;0;;0;0;0;0;
DET049;KADP1002309000000;Kabat;DÊTKA 23 x 9 - 10 JS-2;230;90;10;0;;15;53.53;33.22;5901765011414;;;;;0;0.750;0;;0;0;0;0;
DET049;KADP1002309000000;Kabat;DÊTKA 23 x 9 - 10 JS-2;230;90;10;0;;59;53.53;33.22;5901765011414;;;;;0;0.750;0;;0;0;0;0;
DET049;KADP1002309000000;Kabat;DÊTKA 23 x 9 - 10 JS-2;230;90;10;0;;6;53.53;33.22;5901765011414;;;;;0;0.750;0;;0;0;0;0;
DET049;KADP1002309000000;Kabat;DÊTKA 23 x 9 - 10 JS-2;230;90;10;0;;9;53.53;33.22;5901765011414;;;;;0;0.750;0;;0;0;0;0;
DET049;KADP1002309000000;Kabat;DÊTKA 23 x 9 - 10 JS-2;230;90;10;0;;24;53.53;33.22;5901765011414;;;;;0;0.750;0;;0;0;0;0;
DET049;KADP1002309000000;Kabat;DÊTKA 23 x 9 - 10 JS-2;230;90;10;0;;27;53.53;33.22;5901765011414;;;;;0;0.750;0;;0;0;0;0;
DET049;KADP1002309000000;Kabat;DÊTKA 23 x 9 - 10 JS-2;230;90;10;0;;2;53.53;33.22;5901765011414;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;6;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;5;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;28;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;22;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;2;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;5;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;18;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;3;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;93;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;9;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;4;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;100;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;6;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;7;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;77;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET050;KADP10023900V3027;Kabat;DÊTKA 23 x 9 - 10  V3.02.7;23 x 9;82;10;V;;8;56.55;35.09;5901765011421;;;;;0;0.750;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;54;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;82;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;100;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;100;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;100;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;77;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;43;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;16;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;30;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;72;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;100;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;40;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;100;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;62;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;100;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;85;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET006;KADP100400000TR00;Kabat;DÊTKA 4.00 - 10  V6.02.2  [TR-87];400;82;10;0;TR-87;100;28.21;17.93;5901765011032;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;20;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;48;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;52;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;100;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;35;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;47;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;100;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;100;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;53;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;61;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;85;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;27;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;100;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;66;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;100;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;1;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET005;KADP100400440TR13;Kabat;DÊTKA 4.00/4.40 - 10  TR-13;400;;10;0;;31;29.84;18.52;5901765011025;;;;;0;0.470;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;2;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;36;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;99;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;3;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;0;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;8;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;6;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;16;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;60;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;9;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;6;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET027;KADP10065000JS200;Kabat;DÊTKA 6.50 - 10  JS-2 FI-45;650;82;10;J;;13;46.63;28.93;5901765011223;;;;;0;0.750;0;;0;0;0;0;
DET143;KADP10065000TR130;Kabat;DÊTKA 6.50 - 10  TR-13;650;82;10;T;;29;48.06;29.82;5901765012299;;;;;0;0.750;0;;0;0;0;0;
DET143;KADP10065000TR130;Kabat;DÊTKA 6.50 - 10  TR-13;650;82;10;T;;3;48.06;29.82;5901765012299;;;;;0;0.750;0;;0;0;0;0;
DET143;KADP10065000TR130;Kabat;DÊTKA 6.50 - 10  TR-13;650;82;10;T;;4;48.06;29.82;5901765012299;;;;;0;0.750;0;;0;0;0;0;
DET143;KADP10065000TR130;Kabat;DÊTKA 6.50 - 10  TR-13;650;82;10;T;;45;48.06;29.82;5901765012299;;;;;0;0.750;0;;0;0;0;0;
DET143;KADP10065000TR130;Kabat;DÊTKA 6.50 - 10  TR-13;650;82;10;T;;2;48.06;29.82;5901765012299;;;;;0;0.750;0;;0;0;0;0;
DET143;KADP10065000TR130;Kabat;DÊTKA 6.50 - 10  TR-13;650;82;10;T;;2;48.06;29.82;5901765012299;;;;;0;0.750;0;;0;0;0;0;
DET143;KADP10065000TR130;Kabat;DÊTKA 6.50 - 10  TR-13;650;82;10;T;;5;48.06;29.82;5901765012299;;;;;0;0.750;0;;0;0;0;0;
DET143;KADP10065000TR130;Kabat;DÊTKA 6.50 - 10  TR-13;650;82;10;T;;34;48.06;29.82;5901765012299;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;100;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;100;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;21;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;4;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;100;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;25;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;27;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;59;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;39;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;93;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;4;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;40;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;0;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
DET009;KADP10065000V6022;Kabat;DÊTKA 6.50 - 10  V6.02.2  [TR-87];650;82;10;V;TR-87;78;47.03;29.11;5901765011063;;;;;0;0.750;0;;0;0;0;0;
